Format Version,1.1,Take Name,Take 2016-04-06 08.07.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.39.119 PM,Total Frames,4607,Rotation Type,Quaternion

,,Marker,Marker,Marker
2284,19.033333,0.823101,2.146555,0.735652
2285,19.041667,0.837868,2.137944,0.736202
2286,19.050000,0.853279,2.129129,0.737275
2287,19.058333,0.867544,2.120576,0.738411
2288,19.066667,0.882408,2.111655,0.739512
2289,19.075000,0.896916,2.103114,0.740669
2290,19.083333,0.911331,2.094722,0.742207
2291,19.091667,0.925862,2.086383,0.743568
2292,19.100000,0.939898,2.077927,0.745413
2293,19.108333,0.954139,2.069429,0.746796
2294,19.116667,0.968066,2.061536,0.748910
2295,19.125000,0.981807,2.053531,0.750356
2296,19.133333,0.994921,2.046520,0.753862
2297,19.141667,1.008853,2.037277,0.754385
2298,19.150000,1.022130,2.029459,0.756825
2299,19.158333,1.035352,2.021700,0.758947
2300,19.166667,1.048231,2.013955,0.761476
2301,19.175000,1.061503,2.005960,0.764076
2302,19.183333,1.073997,1.998156,0.766897
2303,19.191667,1.086750,1.990525,0.769120
2304,19.200000,1.099272,1.983188,0.772400
2305,19.208333,1.111348,1.975498,0.775073
2306,19.216667,1.123935,1.967857,0.778294
2307,19.225000,1.136370,1.960709,0.781537
2308,19.233333,1.148733,1.953153,0.784839
2309,19.241667,1.160602,1.946405,0.788155
2310,19.250000,1.172602,1.939290,0.791944
2311,19.258333,1.184425,1.932525,0.795649
2312,19.266667,1.196272,1.925862,0.799420
2313,19.275000,1.207879,1.919593,0.803582
2314,19.283333,1.219766,1.912930,0.807585
2315,19.291667,1.231145,1.906782,0.811832
2316,19.300000,1.242033,1.900318,0.816027
2317,19.308333,1.253014,1.894033,0.820545
2318,19.316667,1.263399,1.888664,0.826273
2319,19.325000,1.275392,1.881575,0.829830
2320,19.333333,1.285303,1.876054,0.834346
2321,19.341667,1.295783,1.870621,0.839615
2322,19.350000,1.306278,1.864907,0.844722
2323,19.358333,1.315940,1.859493,0.849871
2324,19.366667,1.325065,1.855182,0.856698
2325,19.375000,1.334805,1.849895,0.861835
2326,19.383333,1.344809,1.843774,0.866462
2327,19.391667,1.353609,1.838736,0.871921
2328,19.400000,1.363092,1.833558,0.878016
2329,19.408333,1.372222,1.828435,0.883701
2330,19.416667,1.380687,1.823468,0.889776
2331,19.425000,1.388827,1.818794,0.895578
2332,19.433333,1.396927,1.814121,0.901655
2333,19.441667,1.405783,1.809333,0.908590
2334,19.450000,1.413682,1.804848,0.914727
2335,19.458333,1.421899,1.800426,0.921288
2336,19.466667,1.429921,1.796312,0.928224
2337,19.475000,1.437998,1.792322,0.934622
2338,19.483333,1.446267,1.788134,0.941953
2339,19.491667,1.454064,1.784357,0.948820
2340,19.500000,1.462427,1.780596,0.956377
2341,19.508333,1.470346,1.777059,0.963534
2342,19.516667,1.478429,1.773568,0.971461
2343,19.525000,1.486394,1.770198,0.978677
2344,19.533333,1.495285,1.766844,0.986956
2345,19.541667,1.502515,1.763899,0.994510
2346,19.550000,1.510614,1.760879,1.002795
2347,19.558333,1.519384,1.757706,1.011056
2348,19.566667,1.527206,1.754800,1.019120
2349,19.575000,1.535154,1.751989,1.027996
2350,19.583333,1.542935,1.749123,1.036341
2351,19.591667,1.551012,1.746420,1.044834
2352,19.600000,1.559327,1.743345,1.054153
2353,19.608333,1.566953,1.740850,1.062908
2354,19.616667,1.574685,1.738106,1.071604
2355,19.625000,1.583008,1.735300,1.081010
2356,19.633333,1.590380,1.732986,1.090218
2357,19.641667,1.598608,1.730401,1.099209
2358,19.650000,1.605392,1.728261,1.108302
2359,19.658333,1.613228,1.725843,1.118144
2360,19.666667,1.620783,1.723827,1.127862
2361,19.675000,1.627420,1.722058,1.137033
2362,19.683333,1.635401,1.719766,1.146663
2363,19.691667,1.641530,1.718265,1.156193
2364,19.700000,1.648836,1.716242,1.166337
2365,19.708333,1.654825,1.714861,1.175965
2366,19.716667,1.661617,1.713358,1.185649
2367,19.725000,1.667752,1.712106,1.195486
2368,19.733333,1.674061,1.711024,1.205572
2369,19.741667,1.680032,1.710104,1.215545
2370,19.750000,1.686117,1.709303,1.225939
2371,19.758333,1.691948,1.708972,1.236420
2372,19.766667,1.697686,1.708670,1.246805
2373,19.775000,1.702968,1.708338,1.257324
2374,19.783333,1.708473,1.708233,1.268072
2375,19.791667,1.713733,1.708431,1.278758
2376,19.800000,1.718658,1.708768,1.289403
2377,19.808333,1.722967,1.709354,1.299982
2378,19.816667,1.727769,1.709522,1.310678
2379,19.825000,1.732102,1.709992,1.321413
2380,19.833333,1.736329,1.710853,1.332419
2381,19.841667,1.741040,1.711127,1.343408
2382,19.850000,1.745162,1.712201,1.354712
2383,19.858333,1.748740,1.713203,1.365614
2384,19.866667,1.752753,1.714310,1.376753
2385,19.875000,1.756333,1.716012,1.387932
2386,19.883333,1.759103,1.717894,1.399587
2387,19.891667,1.763143,1.719381,1.411470
2388,19.900000,1.766061,1.720993,1.423218
2389,19.908333,1.768974,1.723076,1.434986
2390,19.916667,1.772547,1.724975,1.446597
2391,19.925000,1.775200,1.727145,1.458172
2392,19.933333,1.778384,1.729275,1.470849
2393,19.941667,1.780081,1.731494,1.482678
2394,19.950000,1.782832,1.733886,1.494954
2395,19.958333,1.785068,1.736124,1.506914
2396,19.966667,1.786758,1.738887,1.519735
2397,19.975000,1.789426,1.741511,1.531792
2398,19.983333,1.791360,1.743944,1.543962
2399,19.991667,1.792727,1.747064,1.556765
2400,20.000000,1.793446,1.750056,1.569094
2401,20.008333,1.794994,1.752851,1.581336
2402,20.016667,1.795439,1.756133,1.594159
2403,20.025000,1.796382,1.759055,1.606436
2404,20.033333,1.795585,1.762507,1.618299
2405,20.041667,1.795970,1.765244,1.631340
2406,20.050000,1.795752,1.768177,1.643620
2407,20.058333,1.795390,1.771255,1.656097
2408,20.066667,1.794959,1.774522,1.668960
2409,20.075000,1.793847,1.778286,1.681458
2410,20.083333,1.793335,1.781852,1.695256
2411,20.091667,1.791293,1.786676,1.707051
2412,20.100000,1.790184,1.790855,1.720810
2413,20.108333,1.788115,1.795391,1.733548
2414,20.116667,1.786496,1.800150,1.746998
2415,20.125000,1.784001,1.805250,1.759695
2416,20.133333,1.781820,1.810370,1.773627
2417,20.141667,1.780089,1.815531,1.786930
2418,20.150000,1.777968,1.820946,1.800685
2419,20.158333,1.775352,1.826655,1.814623
2420,20.166667,1.772131,1.832950,1.827368
2421,20.175000,1.770329,1.838831,1.841555
2422,20.183333,1.767244,1.844949,1.855485
2423,20.191667,1.763880,1.852050,1.869058
2424,20.200000,1.761784,1.858658,1.883160
2425,20.208333,1.758854,1.865422,1.897297
2426,20.216667,1.755072,1.872902,1.911459
2427,20.225000,1.751501,1.880309,1.924653
2428,20.233333,1.748402,1.887612,1.938648
2429,20.241667,1.744295,1.895742,1.952627
2430,20.250000,1.740771,1.903222,1.966102
2431,20.258333,1.736541,1.911755,1.978801
2432,20.266667,1.732398,1.919925,1.992801
2433,20.275000,1.728961,1.928303,2.006759
2434,20.283333,1.725762,1.937045,2.020035
2435,20.291667,1.720911,1.945617,2.032506
2436,20.300000,1.717240,1.954734,2.046741
2437,20.308333,1.713831,1.963970,2.060710
2438,20.316667,1.708307,1.973853,2.074106
2439,20.325000,1.704669,1.983489,2.087954
2440,20.333333,1.700694,1.993046,2.101354
2441,20.341667,1.696485,2.002904,2.114842
2442,20.350000,1.691669,2.013132,2.128580
2443,20.358333,1.686967,2.023646,2.142185
2444,20.366667,1.682614,2.034116,2.156320
2445,20.375000,1.679155,2.044334,2.169969
2446,20.383333,1.674193,2.055567,2.182901
2447,20.391667,1.668990,2.067079,2.195552
2448,20.400000,1.664071,2.078691,2.208494
2449,20.408333,1.659594,2.089976,2.221847
2450,20.416667,1.655364,2.101953,2.234556
2451,20.425000,1.649268,2.114813,2.247066
2452,20.433333,1.644530,2.127777,2.259315
2453,20.441667,1.639153,2.140458,2.270532
2454,20.450000,1.634423,2.153647,2.282064
2455,20.458333,1.628099,2.167666,2.293572
2456,20.466667,1.622834,2.182092,2.305339
2457,20.475000,1.617872,2.196425,2.315480
2458,20.483333,1.612002,2.211210,2.325658
2459,20.491667,1.606750,2.226110,2.336306
2460,20.500000,1.601461,2.241835,2.346497
2461,20.508333,1.594889,2.257583,2.355960
2462,20.516667,1.588619,2.274256,2.364945
2463,20.525000,1.584010,2.290404,2.375111
2464,20.533333,1.578606,2.306916,2.384633
2465,20.541667,1.571247,2.324156,2.392674
2466,20.550000,1.564811,2.341346,2.401819
2467,20.558333,1.559213,2.358438,2.410796
2468,20.566667,1.553511,2.375944,2.418961
2469,20.575000,1.547611,2.393621,2.427553
2470,20.583333,1.542103,2.411253,2.436567
2471,20.591667,1.536491,2.428499,2.444117
2472,20.600000,1.528595,2.447547,2.451670
2473,20.608333,1.522782,2.465807,2.460342
2474,20.616667,1.516522,2.483838,2.467796
2475,20.625000,1.510436,2.502556,2.475193
2476,20.633333,1.504458,2.520676,2.483416
2477,20.641667,1.497872,2.539377,2.489827
2478,20.650000,1.491498,2.557611,2.497267
2479,20.658333,1.485979,2.576014,2.504653
2480,20.666667,1.480270,2.593741,2.511158
2481,20.675000,1.474597,2.611888,2.518718
2482,20.683333,1.468192,2.629498,2.524732
2483,20.691667,1.462054,2.647027,2.531807
2484,20.700000,1.455665,2.662955,2.537753
2485,20.708333,1.448937,2.680775,2.544552
2486,20.716667,1.442207,2.697188,2.550260
2487,20.725000,1.435992,2.712479,2.556897
2488,20.733333,1.428811,2.727959,2.561842
2489,20.741667,1.423273,2.742819,2.569024
2490,20.750000,1.417561,2.756474,2.574740
2491,20.758333,1.411029,2.769407,2.579883
2492,20.766667,1.403657,2.783126,2.586149
2493,20.775000,1.396967,2.795098,2.591409
2494,20.783333,1.391243,2.806432,2.596344
2495,20.791667,1.383908,2.817303,2.601645
2496,20.800000,1.377292,2.827454,2.607441
2497,20.808333,1.371600,2.837053,2.612782
2498,20.816667,1.363737,2.845633,2.617381
2499,20.825000,1.357587,2.853522,2.622165
2500,20.833333,1.350716,2.860470,2.626472
2501,20.841667,1.344065,2.867266,2.631211
2502,20.850000,1.337042,2.872715,2.635532
2503,20.858333,1.330207,2.878105,2.639813
2504,20.866667,1.323602,2.882090,2.644246
2505,20.875000,1.317661,2.885145,2.648799
2506,20.883333,1.309756,2.887999,2.652264
2507,20.891667,1.303432,2.889332,2.656102
2508,20.900000,1.296575,2.890847,2.660673
2509,20.908333,1.289496,2.891016,2.664926
2510,20.916667,1.282855,2.890596,2.668118
2511,20.925000,1.276721,2.889508,2.672331
2512,20.933333,1.269965,2.887769,2.676739
2513,20.941667,1.262683,2.885168,2.680133
2514,20.950000,1.255710,2.882236,2.684595
2515,20.958333,1.248952,2.878555,2.688387
2516,20.966667,1.242405,2.873336,2.692636
2517,20.975000,1.235667,2.868298,2.697234
2518,20.983333,1.229073,2.862997,2.701897
2519,20.991667,1.222140,2.856363,2.706117
2520,21.000000,1.215071,2.849664,2.710412
2521,21.008333,1.208315,2.842392,2.715882
2522,21.016667,1.201203,2.834294,2.720036
2523,21.025000,1.194614,2.826083,2.725782
2524,21.033333,1.188427,2.817142,2.730885
2525,21.041667,1.181501,2.808240,2.736615
2526,21.050000,1.174200,2.798213,2.741474
2527,21.058333,1.166812,2.789321,2.747049
2528,21.066667,1.160263,2.779103,2.752794
2529,21.075000,1.153041,2.769613,2.758375
2530,21.083333,1.145618,2.759067,2.764871
2531,21.091667,1.138013,2.748984,2.770605
2532,21.100000,1.131631,2.738430,2.777526
2533,21.108333,1.123955,2.727281,2.783408
2534,21.116667,1.115665,2.717934,2.790231
2535,21.125000,1.109450,2.706841,2.798182
2536,21.133333,1.099176,2.697232,2.803629
2537,21.141667,1.092123,2.686894,2.811329
2538,21.150000,1.083058,2.676347,2.818748
2539,21.158333,1.076074,2.665505,2.826928
2540,21.166667,1.065290,2.655336,2.835610
2541,21.175000,1.057967,2.643921,2.841722
2542,21.183333,1.049944,2.633108,2.850442
2543,21.191667,1.041898,2.622160,2.859039
2544,21.200000,1.033756,2.611833,2.868045
2545,21.208333,1.022963,2.601496,2.877371
2546,21.216667,1.016189,2.589783,2.885330
2547,21.225000,1.005456,2.579734,2.894871
2548,21.233333,0.996189,2.569012,2.903913
2549,21.241667,0.991915,2.555734,2.913269
2550,21.250000,0.978164,2.546972,2.922083
2551,21.258333,0.969940,2.534709,2.929265
2552,21.266667,0.959953,2.524842,2.940276
2553,21.275000,0.950382,2.513261,2.949694
2554,21.283333,0.940903,2.502114,2.959029
2555,21.291667,0.935472,2.488999,2.967830
2556,21.300000,0.921938,2.479666,2.977594
2557,21.308333,0.907136,2.474194,2.995339
2558,21.316667,0.903438,2.456450,2.997016
2559,21.325000,0.893065,2.444579,3.005632
2560,21.333333,0.883301,2.433067,3.014924
2561,21.341667,0.877287,2.419609,3.023845
2562,21.350000,0.862798,2.410141,3.033544
2563,21.358333,0.852745,2.398226,3.042831
2564,21.366667,0.845980,2.385564,3.051342
2565,21.375000,0.832540,2.375011,3.061191
2566,21.383333,0.821679,2.363877,3.070247
2567,21.391667,0.805789,2.358838,3.087141
2568,21.400000,0.801017,2.341441,3.088907
2569,21.408333,0.789785,2.329995,3.096836
2570,21.416667,0.782275,2.317785,3.105009
2571,21.425000,0.768979,2.308335,3.115103
2572,21.433333,0.756959,2.297843,3.122773
2573,21.441667,0.746490,2.287392,3.131486
2574,21.450000,0.736354,2.276685,3.140645
2575,21.458333,0.724663,2.266701,3.148491
2576,21.466667,0.708419,2.262851,3.164117
2577,21.475000,0.702387,2.246659,3.164721
2578,21.483333,0.691231,2.237098,3.172886
2579,21.491667,0.680846,2.227234,3.181372
2580,21.500000,0.668567,2.218114,3.188585
2581,21.508333,0.657756,2.208673,3.196554
2582,21.516667,0.649919,2.197802,3.203487
2583,21.525000,0.634802,2.190566,3.211506
2584,21.533333,0.624333,2.181978,3.220006
2585,21.541667,0.612154,2.173132,3.226426
2586,21.550000,0.596024,2.171242,3.241078
2587,21.558333,0.589162,2.156645,3.241107
2588,21.566667,0.578017,2.148168,3.248166
2589,21.575000,0.566384,2.139852,3.254990
2590,21.583333,0.554936,2.131830,3.261949
2591,21.591667,0.543362,2.123702,3.268426
2592,21.600000,0.530727,2.115956,3.276189
2593,21.608333,0.520167,2.107738,3.281410
2594,21.616667,0.508835,2.099847,3.287951
2595,21.625000,0.497225,2.091791,3.294140
2596,21.633333,0.484583,2.084444,3.301596
2597,21.641667,0.474113,2.076625,3.306828
2598,21.650000,0.461475,2.069165,3.314178
2599,21.658333,0.450919,2.061172,3.319179
2600,21.666667,0.439527,2.053912,3.325560
2601,21.675000,0.427139,2.046669,3.331323
2602,21.683333,0.415894,2.039401,3.337256
2603,21.691667,0.405723,2.031113,3.342256
2604,21.700000,0.392441,2.024710,3.348594
2605,21.708333,0.380072,2.017531,3.354047
2606,21.716667,0.368357,2.010805,3.359667
2607,21.725000,0.356338,2.003659,3.365160
2608,21.733333,0.344489,1.996342,3.370823
2609,21.741667,0.331419,1.989737,3.377298
2610,21.750000,0.320317,1.982935,3.381671
2611,21.758333,0.308825,1.975574,3.387087
2612,21.766667,0.298825,1.967431,3.391768
2613,21.775000,0.286171,1.961499,3.396534
2614,21.783333,0.271602,1.955532,3.402103
2615,21.791667,0.259621,1.949156,3.407013
2616,21.800000,0.247765,1.942336,3.412264
2617,21.808333,0.236785,1.934712,3.416212
2618,21.816667,0.223725,1.929244,3.422008
2619,21.825000,0.212199,1.922585,3.426220
2620,21.833333,0.200057,1.916128,3.430762
2621,21.841667,0.186158,1.909983,3.435585
2622,21.850000,0.173726,1.903217,3.439799
2623,21.858333,0.164415,1.895186,3.443900
2624,21.866667,0.150900,1.889126,3.448166
2625,21.875000,0.140203,1.881373,3.452329
2626,21.883333,0.124989,1.876202,3.455750
2627,21.891667,0.114836,1.868291,3.459487
2628,21.900000,0.102468,1.862372,3.463365
2629,21.908333,0.088680,1.855937,3.467078
2630,21.916667,0.076682,1.849639,3.470330
2631,21.925000,0.064638,1.842543,3.473695
2632,21.933333,0.052840,1.835668,3.475678
2633,21.941667,0.040082,1.829040,3.479293
2634,21.950000,0.029620,1.822076,3.481970
2635,21.958333,0.016052,1.815052,3.484767
2636,21.966667,0.003602,1.808623,3.487166
2637,21.975000,-0.006720,1.801118,3.489989
2638,21.983333,-0.020574,1.794177,3.492863
2639,21.991667,-0.033044,1.788053,3.494665
2640,22.000000,-0.043958,1.780950,3.496454
2641,22.008333,-0.058501,1.774615,3.499670
2642,22.016667,-0.070823,1.768874,3.501030
2643,22.025000,-0.082414,1.761983,3.502556
2644,22.033333,-0.094750,1.756090,3.504890
2645,22.041667,-0.108773,1.750339,3.506416
2646,22.050000,-0.121041,1.744573,3.508354
2647,22.058333,-0.133281,1.737945,3.509798
2648,22.066667,-0.147943,1.732530,3.511315
2649,22.075000,-0.161170,1.727910,3.512567
2650,22.083333,-0.173848,1.722287,3.514331
2651,22.091667,-0.188412,1.717992,3.515564
2652,22.100000,-0.201843,1.712987,3.517447
2653,22.108333,-0.213582,1.707968,3.518788
2654,22.116667,-0.228055,1.703146,3.519650
2655,22.125000,-0.241463,1.699044,3.520671
2656,22.133333,-0.254874,1.694857,3.522021
2657,22.141667,-0.268641,1.691153,3.523301
2658,22.150000,-0.282560,1.687182,3.524123
2659,22.158333,-0.296484,1.684078,3.525859
2660,22.166667,-0.308315,1.680360,3.527150
2661,22.175000,-0.323458,1.676909,3.527752
2662,22.183333,-0.337191,1.674319,3.529036
2663,22.191667,-0.350426,1.671481,3.529986
2664,22.200000,-0.364553,1.668455,3.530976
2665,22.208333,-0.379468,1.666747,3.532254
2666,22.216667,-0.393724,1.664210,3.532997
2667,22.225000,-0.407983,1.662096,3.533766
2668,22.233333,-0.424410,1.661333,3.533935
2669,22.241667,-0.437811,1.659173,3.535308
2670,22.250000,-0.452020,1.657821,3.536030
2671,22.258333,-0.468049,1.656585,3.536220
2672,22.266667,-0.482037,1.654887,3.536695
2673,22.275000,-0.495303,1.652861,3.537488
2674,22.283333,-0.511395,1.652559,3.536563
2675,22.291667,-0.525719,1.650906,3.536362
2676,22.300000,-0.540271,1.649758,3.536959
2677,22.308333,-0.557719,1.651197,3.536404
2678,22.316667,-0.568621,1.646628,3.535621
2679,22.325000,-0.586588,1.649530,3.533931
2680,22.333333,-0.601544,1.648858,3.533307
2681,22.341667,-0.616160,1.648146,3.532582
2682,22.350000,-0.630690,1.647473,3.530925
2683,22.358333,-0.645214,1.646999,3.529461
2684,22.366667,-0.659495,1.646592,3.527693
2685,22.375000,-0.671584,1.645138,3.524688
2686,22.383333,-0.685941,1.645121,3.522529
2687,22.391667,-0.700665,1.645777,3.519980
2688,22.400000,-0.714518,1.644737,3.517337
2689,22.408333,-0.728492,1.645682,3.514384
2690,22.416667,-0.742355,1.645500,3.511356
2691,22.425000,-0.756864,1.645630,3.507355
2692,22.433333,-0.769687,1.645461,3.504543
2693,22.441667,-0.783913,1.646264,3.500389
2694,22.450000,-0.797969,1.646688,3.496474
2695,22.458333,-0.811276,1.647661,3.492968
2696,22.466667,-0.825185,1.648000,3.488447
2697,22.475000,-0.839489,1.649005,3.483819
2698,22.483333,-0.853512,1.650389,3.478954
2699,22.491667,-0.866596,1.651330,3.474798
2700,22.500000,-0.880219,1.652518,3.469821
2701,22.508333,-0.894492,1.653388,3.464136
2702,22.516667,-0.908173,1.654594,3.459075
2703,22.525000,-0.921902,1.656553,3.453924
2704,22.533333,-0.935597,1.657177,3.447621
2705,22.541667,-0.949186,1.659022,3.441859
2706,22.550000,-0.963199,1.660290,3.435687
2707,22.558333,-0.977201,1.662142,3.429417
2708,22.566667,-0.991260,1.663805,3.422672
2709,22.575000,-1.005212,1.665600,3.415963
2710,22.583333,-1.018313,1.668055,3.410088
2711,22.591667,-1.031831,1.669911,3.403506
2712,22.600000,-1.045860,1.672073,3.396296
2713,22.608333,-1.060598,1.673992,3.388401
2714,22.616667,-1.072793,1.675241,3.381346
2715,22.625000,-1.086041,1.676845,3.373312
2716,22.633333,-1.099152,1.678831,3.365793
2717,22.641667,-1.111298,1.681350,3.358822
2718,22.650000,-1.123873,1.683393,3.350907
2719,22.658333,-1.137033,1.686071,3.342825
2720,22.666667,-1.150068,1.689425,3.334720
2721,22.675000,-1.163490,1.692404,3.325912
2722,22.683333,-1.176912,1.696809,3.318576
2723,22.691667,-1.188775,1.700413,3.309561
2724,22.700000,-1.201742,1.704463,3.301013
2725,22.708333,-1.214960,1.709348,3.292210
2726,22.716667,-1.228259,1.714252,3.284170
2727,22.725000,-1.239854,1.718830,3.275009
2728,22.733333,-1.253848,1.724784,3.266455
2729,22.741667,-1.265706,1.730316,3.257059
2730,22.750000,-1.278952,1.737015,3.248794
2731,22.758333,-1.290684,1.743173,3.239522
2732,22.766667,-1.304371,1.750535,3.230798
2733,22.775000,-1.315539,1.757616,3.221625
2734,22.783333,-1.328184,1.764577,3.211812
2735,22.791667,-1.340157,1.772947,3.203212
2736,22.800000,-1.352323,1.781385,3.194321
2737,22.808333,-1.364127,1.790560,3.185740
2738,22.816667,-1.376100,1.799878,3.176656
2739,22.825000,-1.387875,1.809298,3.167589
2740,22.833333,-1.399238,1.819355,3.159022
2741,22.841667,-1.411595,1.829443,3.150326
2742,22.850000,-1.421920,1.839009,3.141120
2743,22.858333,-1.433324,1.849691,3.132082
2744,22.866667,-1.444233,1.861120,3.123766
2745,22.875000,-1.455278,1.872254,3.115171
2746,22.883333,-1.466609,1.883644,3.106078
2747,22.891667,-1.478106,1.895200,3.096717
2748,22.900000,-1.488517,1.907192,3.088202
2749,22.908333,-1.500238,1.919609,3.079612
2750,22.916667,-1.509641,1.931461,3.070363
2751,22.925000,-1.521104,1.944078,3.061666
2752,22.933333,-1.530359,1.956048,3.052463
2753,22.941667,-1.540810,1.968753,3.043497
2754,22.950000,-1.550649,1.981451,3.034421
2755,22.958333,-1.561687,1.994597,3.025425
2756,22.966667,-1.570119,2.007309,3.016218
2757,22.975000,-1.579718,2.020626,3.006782
2758,22.983333,-1.588811,2.034134,2.997942
2759,22.991667,-1.598731,2.047920,2.989351
2760,23.000000,-1.607682,2.061615,2.980388
2761,23.008333,-1.616949,2.075562,2.970875
2762,23.016667,-1.625999,2.089598,2.961369
2763,23.025000,-1.634380,2.104107,2.952453
2764,23.033333,-1.643165,2.118642,2.942956
2765,23.041667,-1.652006,2.133652,2.933446
2766,23.050000,-1.660088,2.148727,2.924333
2767,23.058333,-1.668619,2.164236,2.914619
2768,23.066667,-1.677191,2.180205,2.905038
2769,23.075000,-1.685703,2.196277,2.895423
2770,23.083333,-1.694254,2.213045,2.885610
2771,23.091667,-1.704029,2.229336,2.873872
2772,23.100000,-1.710705,2.247292,2.866080
2773,23.108333,-1.720493,2.264438,2.854282
2774,23.116667,-1.727910,2.280915,2.844542
2775,23.125000,-1.735531,2.298687,2.834572
2776,23.133333,-1.743681,2.316960,2.824656
2777,23.141667,-1.751690,2.335728,2.814662
2778,23.150000,-1.757604,2.354064,2.806741
2779,23.158333,-1.766769,2.372030,2.794430
2780,23.166667,-1.772467,2.390136,2.786272
2781,23.175000,-1.781178,2.407840,2.773876
2782,23.183333,-1.786698,2.425965,2.765372
2783,23.191667,-1.795117,2.443129,2.752771
2784,23.200000,-1.801270,2.460107,2.742465
2785,23.208333,-1.807124,2.478005,2.733565
2786,23.216667,-1.813886,2.495566,2.723140
2787,23.225000,-1.822121,2.512566,2.710521
2788,23.233333,-1.827416,2.529765,2.701711
2789,23.241667,-1.833958,2.546883,2.691422
2790,23.250000,-1.840971,2.563511,2.680275
2791,23.258333,-1.847595,2.579905,2.669712
2792,23.266667,-1.855841,2.596080,2.656566
2793,23.275000,-1.860856,2.612116,2.647777
2794,23.283333,-1.867532,2.627476,2.636842
2795,23.291667,-1.874455,2.642519,2.625604
2796,23.300000,-1.880047,2.656668,2.614123
2797,23.308333,-1.887986,2.670605,2.602865
2798,23.316667,-1.893977,2.683641,2.591238
2799,23.325000,-1.901663,2.696478,2.579705
2800,23.333333,-1.908602,2.708344,2.568076
2801,23.341667,-1.915729,2.719510,2.555977
2802,23.350000,-1.922457,2.729975,2.544471
2803,23.358333,-1.929319,2.739917,2.532638
2804,23.366667,-1.936383,2.749174,2.520965
2805,23.375000,-1.942421,2.757545,2.508687
2806,23.383333,-1.950276,2.765691,2.497144
2807,23.391667,-1.956003,2.772335,2.485348
2808,23.400000,-1.964338,2.779067,2.473373
2809,23.408333,-1.971423,2.784604,2.461526
2810,23.416667,-1.978557,2.789485,2.449796
2811,23.425000,-1.985782,2.793690,2.437875
2812,23.433333,-1.992759,2.796996,2.425947
2813,23.441667,-1.998988,2.799154,2.413836
2814,23.450000,-2.006814,2.801522,2.402408
2815,23.458333,-2.013844,2.802406,2.390615
2816,23.466667,-2.021115,2.803015,2.378901
2817,23.475000,-2.027409,2.802018,2.366892
2818,23.483333,-2.034552,2.800834,2.355348
2819,23.491667,-2.041452,2.798797,2.343646
2820,23.500000,-2.048147,2.795770,2.332108
2821,23.508333,-2.055045,2.792134,2.320930
2822,23.516667,-2.062011,2.787739,2.309578
2823,23.525000,-2.069193,2.783017,2.298669
2824,23.533333,-2.075864,2.777042,2.287575
2825,23.541667,-2.082754,2.770404,2.276223
2826,23.550000,-2.088232,2.762591,2.264819
2827,23.558333,-2.095267,2.754116,2.253597
2828,23.566667,-2.102557,2.746038,2.242965
2829,23.575000,-2.109462,2.736453,2.231538
2830,23.583333,-2.116004,2.726374,2.220393
2831,23.591667,-2.122772,2.715564,2.209258
2832,23.600000,-2.129118,2.704180,2.198165
2833,23.608333,-2.135246,2.691577,2.186359
2834,23.616667,-2.142379,2.679432,2.175488
2835,23.625000,-2.148196,2.666165,2.163558
2836,23.633333,-2.155138,2.652580,2.151635
2837,23.641667,-2.161451,2.639172,2.139696
2838,23.650000,-2.168794,2.627480,2.129875
2839,23.658333,-2.175199,2.611747,2.116159
2840,23.666667,-2.182229,2.598098,2.104158
2841,23.675000,-2.189431,2.584215,2.091872
2842,23.683333,-2.197087,2.571206,2.080011
2843,23.691667,-2.203131,2.556787,2.067023
2844,23.700000,-2.210672,2.543447,2.054217
2845,23.708333,-2.218319,2.530633,2.042159
2846,23.716667,-2.225258,2.516692,2.028461
2847,23.725000,-2.233502,2.503383,2.015730
2848,23.733333,-2.240715,2.489426,2.002620
2849,23.741667,-2.246974,2.473957,1.988388
2850,23.750000,-2.254525,2.459967,1.975628
2851,23.758333,-2.261587,2.445273,1.962237
2852,23.766667,-2.268563,2.430459,1.948505
2853,23.775000,-2.275107,2.415615,1.934754
2854,23.783333,-2.282231,2.401065,1.920721
2855,23.791667,-2.288758,2.386611,1.907050
2856,23.800000,-2.295965,2.372292,1.892620
2857,23.808333,-2.302661,2.357974,1.878425
2858,23.816667,-2.309419,2.343914,1.864030
2859,23.825000,-2.315900,2.329815,1.850077
2860,23.833333,-2.322662,2.316222,1.835942
2861,23.841667,-2.328820,2.302331,1.821483
2862,23.850000,-2.334968,2.288516,1.807323
2863,23.858333,-2.341360,2.275047,1.793036
2864,23.866667,-2.347182,2.261519,1.778948
2865,23.875000,-2.353180,2.248206,1.764717
2866,23.883333,-2.359517,2.235084,1.750313
2867,23.891667,-2.365130,2.222113,1.736382
2868,23.900000,-2.371262,2.209378,1.721939
2869,23.908333,-2.376754,2.196633,1.707879
2870,23.916667,-2.382571,2.184340,1.693679
2871,23.925000,-2.388279,2.172082,1.679455
2872,23.933333,-2.393479,2.159746,1.665297
2873,23.941667,-2.398959,2.147693,1.650988
2874,23.950000,-2.404472,2.135796,1.636563
2875,23.958333,-2.410061,2.124307,1.622079
