Format Version,1.1,Take Name,Take 2016-04-06 08.07.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.39.119 PM,Total Frames,4607,Rotation Type,Quaternion

,,Marker,Marker,Marker
593,4.941667,-2.698829,1.416095,3.697534
594,4.950000,-2.698860,1.416101,3.697565
595,4.958333,-2.698857,1.416019,3.697485
596,4.966667,-2.698847,1.416042,3.697497
597,4.975000,-2.698858,1.416052,3.697567
598,4.983333,-2.698853,1.416246,3.697667
599,4.991667,-2.698872,1.416263,3.697711
600,5.000000,-2.698782,1.416058,3.697603
601,5.008333,-2.698719,1.415940,3.697437
602,5.016667,-2.698729,1.415990,3.697535
603,5.025000,-2.698769,1.416138,3.697608
604,5.033333,-2.698811,1.416145,3.697706
605,5.041667,-2.698811,1.416265,3.697795
606,5.050000,-2.698803,1.416035,3.697712
607,5.058333,-2.698808,1.416020,3.697704
608,5.066667,-2.698865,1.416142,3.697764
609,5.075000,-2.698746,1.416275,3.697890
610,5.083333,-2.698738,1.416008,3.697697
611,5.091667,-2.698656,1.416079,3.697794
612,5.100000,-2.698795,1.416164,3.697800
613,5.108333,-2.698651,1.416111,3.697740
614,5.116667,-2.698622,1.416118,3.697796
615,5.125000,-2.698688,1.416173,3.697819
616,5.133333,-2.698671,1.416134,3.697891
617,5.141667,-2.698648,1.416101,3.697882
618,5.150000,-2.698540,1.415964,3.697786
619,5.158333,-2.698632,1.416075,3.697962
620,5.166667,-2.698525,1.415967,3.697817
621,5.175000,-2.698624,1.416306,3.698085
622,5.183333,-2.698616,1.416216,3.698084
623,5.191667,-2.698466,1.415941,3.697927
624,5.200000,-2.698521,1.416152,3.698076
625,5.208333,-2.698539,1.416097,3.698074
626,5.216667,-2.698467,1.416240,3.698149
627,5.225000,-2.698349,1.415938,3.697940
628,5.233333,-2.698469,1.416029,3.698047
629,5.241667,-2.698438,1.416082,3.698143
630,5.250000,-2.698381,1.416084,3.698057
631,5.258333,-2.698370,1.416215,3.698122
632,5.266667,-2.698444,1.415943,3.698030
633,5.275000,-2.698447,1.416157,3.698121
634,5.283333,-2.698386,1.415985,3.698022
635,5.291667,-2.698404,1.415953,3.698068
636,5.300000,-2.698480,1.416145,3.698171
637,5.308333,-2.698385,1.416197,3.698196
638,5.316667,-2.698406,1.416089,3.698162
639,5.325000,-2.698494,1.416156,3.698179
640,5.333333,-2.698469,1.416095,3.698135
641,5.341667,-2.698476,1.416164,3.698177
642,5.350000,-2.698544,1.416089,3.698175
643,5.358333,-2.698485,1.416306,3.698322
644,5.366667,-2.698500,1.416174,3.698176
645,5.375000,-2.698617,1.416266,3.698303
646,5.383333,-2.698507,1.416208,3.698183
647,5.391667,-2.698532,1.416331,3.698250
648,5.400000,-2.698533,1.416121,3.698131
649,5.408333,-2.698503,1.416146,3.698148
650,5.416667,-2.698543,1.416139,3.698118
651,5.425000,-2.698499,1.416169,3.698102
652,5.433333,-2.698566,1.416171,3.698159
653,5.441667,-2.698460,1.416095,3.698098
654,5.450000,-2.698501,1.416176,3.698181
655,5.458333,-2.698572,1.416085,3.698094
656,5.466667,-2.698580,1.416231,3.698068
657,5.475000,-2.698501,1.416121,3.697929
658,5.483333,-2.698586,1.416208,3.697974
659,5.491667,-2.698750,1.416192,3.698138
660,5.500000,-2.698725,1.416205,3.698142
661,5.508333,-2.698696,1.416148,3.698053
662,5.516667,-2.698610,1.416105,3.697940
663,5.525000,-2.698626,1.416172,3.697979
664,5.533333,-2.698628,1.416034,3.697958
665,5.541667,-2.698616,1.415808,3.697756
666,5.550000,-2.698611,1.415887,3.697710
667,5.558333,-2.698503,1.415835,3.697688
668,5.566667,-2.698657,1.416098,3.697871
669,5.575000,-2.698688,1.416127,3.697856
670,5.583333,-2.698640,1.416112,3.697776
671,5.591667,-2.698735,1.416156,3.697847
672,5.600000,-2.698755,1.416171,3.697903
673,5.608333,-2.698720,1.416213,3.697884
674,5.616667,-2.698711,1.416255,3.697888
675,5.625000,-2.698788,1.416156,3.697787
676,5.633333,-2.698772,1.416330,3.697935
677,5.641667,-2.698836,1.416146,3.697811
678,5.650000,-2.698925,1.416246,3.697766
679,5.658333,-2.698958,1.416208,3.697758
680,5.666667,-2.698967,1.415992,3.697498
681,5.675000,-2.699010,1.416073,3.697492
682,5.683333,-2.699131,1.416092,3.697489
683,5.691667,-2.699189,1.416196,3.697352
684,5.700000,-2.699181,1.416121,3.697242
685,5.708333,-2.699258,1.416043,3.697120
686,5.716667,-2.699310,1.415842,3.696921
687,5.725000,-2.699338,1.416141,3.696988
688,5.733333,-2.699279,1.415979,3.696772
689,5.741667,-2.699406,1.416286,3.696811
690,5.750000,-2.699452,1.416265,3.696587
691,5.758333,-2.699438,1.416059,3.696401
692,5.766667,-2.699587,1.416070,3.696276
693,5.775000,-2.699646,1.416096,3.696088
694,5.783333,-2.699848,1.416244,3.696157
695,5.791667,-2.699727,1.416235,3.696021
696,5.800000,-2.699725,1.416162,3.695892
697,5.808333,-2.699722,1.416143,3.696001
698,5.816667,-2.699621,1.415962,3.695959
699,5.825000,-2.699579,1.416330,3.696205
700,5.833333,-2.699662,1.416211,3.696333
701,5.841667,-2.699831,1.416222,3.696401
702,5.850000,-2.701075,1.418063,3.696786
703,5.858333,-2.701252,1.417907,3.696973
704,5.866667,-2.701493,1.417959,3.697321
705,5.875000,-2.701737,1.417906,3.697717
706,5.883333,-2.701927,1.418024,3.698170
707,5.891667,-2.702177,1.418173,3.698490
708,5.900000,-2.702267,1.418565,3.698926
709,5.908333,-2.702446,1.419151,3.699265
710,5.916667,-2.702619,1.420191,3.699823
711,5.925000,-2.701697,1.419585,3.700112
712,5.933333,-2.703100,1.423211,3.700799
713,5.941667,-2.703300,1.424933,3.701188
714,5.950000,-2.703540,1.427125,3.701732
715,5.958333,-2.702929,1.427978,3.702508
716,5.966667,-2.704350,1.432087,3.703007
717,5.975000,-2.704702,1.435043,3.703535
718,5.983333,-2.705327,1.438305,3.704199
719,5.991667,-2.705849,1.441793,3.705053
720,6.000000,-2.706439,1.445530,3.705713
721,6.008333,-2.706053,1.448099,3.706760
722,6.016667,-2.706799,1.452356,3.707544
723,6.025000,-2.708604,1.458383,3.708187
724,6.033333,-2.709316,1.462937,3.708996
725,6.041667,-2.710070,1.467687,3.709682
726,6.050000,-2.710849,1.472782,3.710625
727,6.058333,-2.710690,1.476031,3.711560
728,6.066667,-2.712677,1.483068,3.712611
729,6.075000,-2.713734,1.488367,3.713692
730,6.083333,-2.714639,1.493780,3.714577
731,6.091667,-2.715537,1.499519,3.715774
732,6.100000,-2.715421,1.503486,3.716809
733,6.108333,-2.717596,1.511508,3.717967
734,6.116667,-2.718826,1.517416,3.718988
735,6.125000,-2.720017,1.524029,3.720249
736,6.133333,-2.721064,1.530502,3.721239
737,6.141667,-2.722348,1.537297,3.722672
738,6.150000,-2.723714,1.544408,3.723909
739,6.158333,-2.725037,1.551746,3.725237
740,6.166667,-2.726488,1.559393,3.726455
741,6.175000,-2.727862,1.566667,3.727409
742,6.183333,-2.729335,1.574873,3.728997
743,6.191667,-2.730954,1.583054,3.730289
744,6.200000,-2.732474,1.591233,3.731361
745,6.208333,-2.734148,1.599817,3.732591
746,6.216667,-2.735744,1.608657,3.733789
747,6.225000,-2.737342,1.617585,3.734975
748,6.233333,-2.738078,1.625259,3.736174
749,6.241667,-2.739544,1.634525,3.737413
750,6.250000,-2.742032,1.645640,3.738673
751,6.258333,-2.743479,1.655278,3.739751
752,6.266667,-2.745018,1.665059,3.740948
753,6.275000,-2.746344,1.674909,3.741976
754,6.283333,-2.747717,1.684906,3.743004
755,6.291667,-2.749009,1.695003,3.743809
756,6.300000,-2.750361,1.705407,3.744809
757,6.308333,-2.751426,1.715789,3.745867
758,6.316667,-2.752559,1.726657,3.746757
759,6.325000,-2.753572,1.737685,3.747769
760,6.333333,-2.754481,1.748488,3.748639
761,6.341667,-2.755442,1.759600,3.749290
762,6.350000,-2.756307,1.770566,3.750003
763,6.358333,-2.757103,1.781785,3.750516
764,6.366667,-2.757844,1.793236,3.751273
765,6.375000,-2.758343,1.804800,3.751750
766,6.383333,-2.758751,1.816367,3.752298
767,6.391667,-2.759108,1.828406,3.752674
768,6.400000,-2.759450,1.840357,3.752950
769,6.408333,-2.759540,1.852685,3.753402
770,6.416667,-2.759564,1.864831,3.753572
771,6.425000,-2.759503,1.877518,3.753867
772,6.433333,-2.759117,1.889559,3.753723
773,6.441667,-2.758807,1.902095,3.753678
774,6.450000,-2.758467,1.915007,3.753764
775,6.458333,-2.757933,1.928008,3.753870
776,6.466667,-2.757513,1.940945,3.753625
777,6.475000,-2.757026,1.954048,3.753584
778,6.483333,-2.754903,1.965278,3.753108
779,6.491667,-2.755020,1.979590,3.752810
780,6.500000,-2.754131,1.992920,3.752512
781,6.508333,-2.753269,2.006295,3.752193
782,6.516667,-2.751846,2.018915,3.751251
783,6.525000,-2.750708,2.032350,3.750636
784,6.533333,-2.749587,2.046195,3.750164
785,6.541667,-2.747051,2.057822,3.749032
786,6.550000,-2.746513,2.072504,3.748053
787,6.558333,-2.745249,2.086153,3.747329
788,6.566667,-2.743343,2.098926,3.745810
789,6.575000,-2.741876,2.112486,3.744815
790,6.583333,-2.740028,2.125719,3.743505
791,6.591667,-2.738306,2.139165,3.742192
792,6.600000,-2.736258,2.152415,3.740566
793,6.608333,-2.734496,2.166033,3.739257
794,6.616667,-2.732450,2.179058,3.737335
795,6.625000,-2.730417,2.192755,3.735932
796,6.633333,-2.728102,2.206061,3.734216
797,6.641667,-2.726138,2.219493,3.732452
798,6.650000,-2.723927,2.232338,3.730299
799,6.658333,-2.721986,2.245854,3.728591
800,6.666667,-2.719549,2.258853,3.726409
801,6.675000,-2.717268,2.271778,3.724279
802,6.683333,-2.715246,2.284868,3.722224
803,6.691667,-2.712823,2.297652,3.719831
804,6.700000,-2.710537,2.310426,3.717570
805,6.708333,-2.708326,2.323140,3.715311
806,6.716667,-2.706118,2.335505,3.712653
807,6.725000,-2.703946,2.347831,3.710096
808,6.733333,-2.702019,2.360265,3.707911
809,6.741667,-2.699891,2.372278,3.705156
810,6.750000,-2.697943,2.384418,3.702398
811,6.758333,-2.695960,2.396472,3.699885
812,6.766667,-2.694033,2.407807,3.696605
813,6.775000,-2.692291,2.419364,3.693765
814,6.783333,-2.690311,2.431019,3.691200
815,6.791667,-2.688757,2.442513,3.688386
816,6.800000,-2.686855,2.453665,3.685498
817,6.808333,-2.685398,2.464752,3.682546
818,6.816667,-2.684228,2.476039,3.679998
819,6.825000,-2.682702,2.486828,3.676977
820,6.833333,-2.680187,2.496500,3.673478
821,6.841667,-2.680247,2.508630,3.671343
822,6.850000,-2.678811,2.519019,3.668240
823,6.858333,-2.677657,2.529378,3.665022
824,6.866667,-2.676618,2.540065,3.662412
825,6.875000,-2.675692,2.550001,3.659291
826,6.883333,-2.673968,2.558789,3.655261
827,6.891667,-2.674108,2.570407,3.653711
828,6.900000,-2.673285,2.580015,3.650672
829,6.908333,-2.672665,2.589745,3.647903
830,6.916667,-2.672318,2.599827,3.645474
831,6.925000,-2.671661,2.609183,3.642687
832,6.933333,-2.671450,2.618855,3.640174
833,6.941667,-2.670914,2.628019,3.637461
834,6.950000,-2.670898,2.637718,3.635472
835,6.958333,-2.670243,2.646563,3.632842
836,6.966667,-2.669991,2.655519,3.630622
837,6.975000,-2.669848,2.664710,3.628586
838,6.983333,-2.669684,2.673457,3.626438
839,6.991667,-2.669604,2.682299,3.624639
840,7.000000,-2.669405,2.690768,3.622707
841,7.008333,-2.669563,2.699416,3.621264
842,7.016667,-2.669482,2.707780,3.619512
843,7.025000,-2.669596,2.715997,3.618021
844,7.033333,-2.669819,2.724351,3.616886
845,7.041667,-2.669770,2.732213,3.615530
846,7.050000,-2.670015,2.740206,3.614553
847,7.058333,-2.670086,2.747487,3.613112
848,7.066667,-2.670459,2.755170,3.612404
849,7.075000,-2.670517,2.762218,3.611339
850,7.083333,-2.670904,2.769558,3.610825
851,7.091667,-2.671175,2.776164,3.610087
852,7.100000,-2.671808,2.782854,3.609290
853,7.108333,-2.672385,2.789424,3.608830
854,7.116667,-2.672632,2.795603,3.608412
855,7.125000,-2.673334,2.801988,3.608374
856,7.133333,-2.673765,2.807612,3.607858
857,7.141667,-2.674408,2.813465,3.607832
858,7.150000,-2.675053,2.818788,3.607721
859,7.158333,-2.675777,2.824035,3.607749
860,7.166667,-2.676502,2.829192,3.607929
861,7.175000,-2.676967,2.833609,3.607672
862,7.183333,-2.677740,2.838367,3.608013
863,7.191667,-2.678351,2.842585,3.608309
864,7.200000,-2.679024,2.846811,3.608824
865,7.208333,-2.679771,2.850574,3.609044
866,7.216667,-2.680555,2.854476,3.609704
867,7.225000,-2.681128,2.857703,3.610049
868,7.233333,-2.681945,2.861150,3.610717
869,7.241667,-2.682523,2.863861,3.611078
870,7.250000,-2.683146,2.866544,3.611592
871,7.258333,-2.683841,2.869271,3.612478
872,7.266667,-2.684434,2.871283,3.612825
873,7.275000,-2.685232,2.873426,3.613726
874,7.283333,-2.685707,2.875104,3.614367
875,7.291667,-2.686225,2.876723,3.615227
876,7.300000,-2.686669,2.877834,3.615767
877,7.308333,-2.687460,2.878956,3.616743
878,7.316667,-2.687894,2.879447,3.617491
879,7.325000,-2.688291,2.879777,3.618288
880,7.333333,-2.688582,2.879779,3.619207
881,7.341667,-2.690206,2.881498,3.622764
882,7.350000,-2.690499,2.880950,3.623732
883,7.358333,-2.690803,2.880215,3.624617
884,7.366667,-2.690027,2.877502,3.623325
885,7.375000,-2.690378,2.875995,3.624259
886,7.383333,-2.690563,2.874666,3.625473
887,7.391667,-2.690627,2.873027,3.626867
888,7.400000,-2.690756,2.871161,3.628046
889,7.408333,-2.690988,2.868890,3.629501
890,7.416667,-2.690994,2.866537,3.630888
891,7.425000,-2.690921,2.863971,3.632438
892,7.433333,-2.690938,2.861075,3.634030
893,7.441667,-2.690738,2.858261,3.636023
894,7.450000,-2.690757,2.855006,3.637861
895,7.458333,-2.690411,2.851563,3.639713
896,7.466667,-2.690243,2.848068,3.641687
897,7.475000,-2.690013,2.844699,3.644054
898,7.483333,-2.689700,2.840834,3.646260
899,7.491667,-2.689486,2.837100,3.648771
900,7.500000,-2.689157,2.832990,3.651366
901,7.508333,-2.688711,2.828918,3.654052
902,7.516667,-2.688357,2.824695,3.656775
903,7.525000,-2.687819,2.820049,3.659426
904,7.533333,-2.687242,2.815708,3.662562
905,7.541667,-2.686649,2.810996,3.665587
906,7.550000,-2.685945,2.806401,3.668751
907,7.558333,-2.685208,2.801593,3.672040
908,7.566667,-2.684223,2.796528,3.675267
909,7.575000,-2.683395,2.791613,3.678725
910,7.583333,-2.682419,2.786459,3.682100
911,7.591667,-2.681282,2.781383,3.685783
912,7.600000,-2.680125,2.775999,3.689286
913,7.608333,-2.678892,2.770589,3.692909
914,7.616667,-2.677500,2.764982,3.696573
915,7.625000,-2.676105,2.759397,3.700300
916,7.633333,-2.674597,2.753540,3.703996
917,7.641667,-2.673070,2.747623,3.707712
918,7.650000,-2.671464,2.741669,3.711763
919,7.658333,-2.669804,2.735462,3.715549
920,7.666667,-2.668091,2.729393,3.719463
921,7.675000,-2.666257,2.723243,3.723511
922,7.683333,-2.664180,2.716943,3.727588
923,7.691667,-2.662277,2.710564,3.731598
924,7.700000,-2.660100,2.704330,3.735792
925,7.708333,-2.657737,2.698090,3.740098
926,7.716667,-2.655417,2.691693,3.744423
927,7.725000,-2.652835,2.685448,3.748766
928,7.733333,-2.650333,2.679295,3.753155
929,7.741667,-2.647548,2.673065,3.757502
930,7.750000,-2.644678,2.667030,3.762152
931,7.758333,-2.641703,2.661093,3.766821
932,7.766667,-2.638658,2.655205,3.771484
933,7.775000,-2.635468,2.649278,3.776041
934,7.783333,-2.632061,2.643576,3.781033
935,7.791667,-2.628551,2.637729,3.785882
936,7.800000,-2.624934,2.632245,3.790879
937,7.808333,-2.621226,2.626662,3.795763
938,7.816667,-2.617222,2.621144,3.800848
939,7.825000,-2.611838,2.614148,3.804498
940,7.833333,-2.607686,2.608819,3.809657
941,7.841667,-2.604615,2.605078,3.816267
942,7.850000,-2.598810,2.597995,3.820203
943,7.858333,-2.594153,2.592856,3.825319
944,7.866667,-2.590636,2.589164,3.831879
945,7.875000,-2.585782,2.584014,3.836646
946,7.883333,-2.580767,2.578743,3.841836
947,7.891667,-2.575397,2.573843,3.847512
948,7.900000,-2.569921,2.568668,3.853184
949,7.908333,-2.564487,2.563356,3.858777
950,7.916667,-2.558889,2.558180,3.864382
951,7.925000,-2.553057,2.553122,3.869762
952,7.933333,-2.547105,2.547977,3.875231
953,7.941667,-2.541110,2.543051,3.881149
954,7.950000,-2.534952,2.537737,3.886740
955,7.958333,-2.528612,2.532639,3.892414
956,7.966667,-2.522134,2.527457,3.898105
957,7.975000,-2.515646,2.522427,3.903883
958,7.983333,-2.508956,2.517213,3.909622
959,7.991667,-2.501972,2.511966,3.915269
960,8.000000,-2.495277,2.506768,3.921176
961,8.008333,-2.488178,2.501515,3.926785
962,8.016667,-2.480951,2.496418,3.932621
963,8.025000,-2.473769,2.490811,3.938288
964,8.033333,-2.466197,2.485553,3.944302
965,8.041667,-2.458663,2.480267,3.950068
966,8.050000,-2.451213,2.474871,3.955881
967,8.058333,-2.443494,2.469466,3.961641
968,8.066667,-2.435663,2.463951,3.967331
969,8.075000,-2.427616,2.458704,3.973227
970,8.083333,-2.419534,2.453152,3.978961
971,8.091667,-2.411496,2.447831,3.984847
972,8.100000,-2.403162,2.442394,3.990545
973,8.108333,-2.394730,2.437074,3.996204
974,8.116667,-2.385962,2.431559,4.001823
975,8.125000,-2.377276,2.425986,4.007438
976,8.133333,-2.368420,2.420624,4.013237
977,8.141667,-2.359511,2.415275,4.018904
978,8.150000,-2.350291,2.409990,4.024521
979,8.158333,-2.340974,2.404509,4.030170
980,8.166667,-2.331645,2.399128,4.035751
981,8.175000,-2.322006,2.393763,4.041152
982,8.183333,-2.312255,2.388460,4.046725
983,8.191667,-2.302215,2.382953,4.052194
984,8.200000,-2.292084,2.377599,4.057365
985,8.208333,-2.281653,2.372182,4.062701
986,8.216667,-2.271121,2.367121,4.068279
987,8.225000,-2.260601,2.361650,4.073175
988,8.233333,-2.249819,2.356538,4.078686
989,8.241667,-2.238610,2.350999,4.083463
990,8.250000,-2.227244,2.345942,4.088534
991,8.258333,-2.216125,2.340836,4.093589
992,8.266667,-2.204498,2.335766,4.098466
993,8.275000,-2.192610,2.330569,4.103037
994,8.283333,-2.180693,2.325632,4.107698
995,8.291667,-2.168290,2.320542,4.112105
996,8.300000,-2.156093,2.315710,4.116523
997,8.308333,-2.143480,2.310795,4.120665
998,8.316667,-2.130727,2.305890,4.124825
999,8.325000,-2.118027,2.300977,4.128696
1000,8.333333,-2.104945,2.296257,4.132360
1001,8.341667,-2.091678,2.291584,4.135976
1002,8.350000,-2.078257,2.286916,4.139359
1003,8.358333,-2.064591,2.282547,4.142476
1004,8.366667,-2.050886,2.277969,4.145541
1005,8.375000,-2.037148,2.273655,4.148383
1006,8.383333,-2.022970,2.269395,4.151039
1007,8.391667,-2.008917,2.265299,4.153553
1008,8.400000,-1.994685,2.261363,4.155748
1009,8.408333,-1.980196,2.257062,4.157654
1010,8.416667,-1.965571,2.253426,4.159565
1011,8.425000,-1.950648,2.249863,4.161254
1012,8.433333,-1.936014,2.246756,4.162963
1013,8.441667,-1.921212,2.243034,4.164114
1014,8.450000,-1.905877,2.239648,4.165083
1015,8.458333,-1.890816,2.236681,4.165800
1016,8.466667,-1.875732,2.233843,4.166539
1017,8.475000,-1.860529,2.231046,4.167133
1018,8.483333,-1.845108,2.228592,4.167695
1019,8.491667,-1.830016,2.226011,4.167528
1020,8.500000,-1.814371,2.223764,4.167493
1021,8.508333,-1.798926,2.221783,4.167535
1022,8.516667,-1.783343,2.219957,4.167399
1023,8.525000,-1.767571,2.218403,4.167219
1024,8.533333,-1.752033,2.217108,4.167044
1025,8.541667,-1.735978,2.215832,4.166710
1026,8.550000,-1.720240,2.214778,4.166074
1027,8.558333,-1.704112,2.213794,4.165631
1028,8.566667,-1.688060,2.212986,4.165150
1029,8.575000,-1.671983,2.212461,4.164361
1030,8.583333,-1.655618,2.212217,4.164124
1031,8.591667,-1.639398,2.211535,4.163074
1032,8.600000,-1.623133,2.211503,4.162429
1033,8.608333,-1.606534,2.211243,4.161524
1034,8.616667,-1.590237,2.211005,4.160436
1035,8.625000,-1.573371,2.211194,4.159660
1036,8.633333,-1.556961,2.211268,4.158680
1037,8.641667,-1.540239,2.211410,4.157448
1038,8.650000,-1.523821,2.211659,4.156489
1039,8.658333,-1.506797,2.212049,4.155431
1040,8.666667,-1.490023,2.212210,4.154241
1041,8.675000,-1.473263,2.212559,4.153162
1042,8.683333,-1.456153,2.213054,4.152229
1043,8.691667,-1.439328,2.214044,4.151624
1044,8.700000,-1.422272,2.214565,4.150604
1045,8.708333,-1.405726,2.213000,4.147622
1046,8.716667,-1.387218,2.213997,4.147193
1047,8.725000,-1.371220,2.214710,4.146274
1048,8.733333,-1.354427,2.215928,4.145681
1049,8.741667,-1.336801,2.216793,4.145389
1050,8.750000,-1.319976,2.217980,4.144780
1051,8.758333,-1.302465,2.219138,4.144398
1052,8.766667,-1.285185,2.220596,4.144374
1053,8.775000,-1.268004,2.222405,4.144076
1054,8.783333,-1.250264,2.223685,4.144072
1055,8.791667,-1.232982,2.225130,4.144151
1056,8.800000,-1.213992,2.226667,4.144433
1057,8.808333,-1.196788,2.228350,4.144530
1058,8.816667,-1.179210,2.230514,4.144958
1059,8.825000,-1.162265,2.232090,4.145746
1060,8.833333,-1.143961,2.234325,4.146021
1061,8.841667,-1.127026,2.236243,4.147065
1062,8.850000,-1.109829,2.238468,4.147684
1063,8.858333,-1.092132,2.240728,4.148400
1064,8.866667,-1.074209,2.242561,4.149378
1065,8.875000,-1.056795,2.245172,4.149933
1066,8.883333,-1.038773,2.247353,4.151030
1067,8.891667,-1.021530,2.249739,4.151834
