Format Version,1.1,Take Name,Take 2016-04-07 09.30.11 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 09.30.11.679 PM,Total Frames,8363,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10008,Marker_10008,Marker_10008,Marker_10009,Marker_10009,Marker_10009,Marker_10010,Marker_10010,Marker_10010
,,"8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271A"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
7202,60.016667,-3.063271,2.158059,-2.436376,,,,,,
7203,60.025000,-3.067383,2.158150,-2.436397,,,,,,
7204,60.033333,-3.071265,2.158235,-2.436400,,,,,,
7205,60.041667,-3.075461,2.158393,-2.436336,,,,,,
7206,60.050000,-3.079343,2.158469,-2.436403,,,,,,
7207,60.058333,-3.083191,2.158674,-2.436381,,,,,,
7208,60.066667,-3.087093,2.158663,-2.436425,,,,,,
7209,60.075000,-3.091236,2.158906,-2.436450,,,,,,
7210,60.083333,-3.094934,2.158917,-2.436490,,,,,,
7211,60.091667,-3.099073,2.159197,-2.436475,,,,,,
7212,60.100000,-3.102800,2.159062,-2.436519,,,,,,
7213,60.108333,-3.106459,2.159285,-2.436459,,,,,,
7214,60.116667,-3.110430,2.159254,-2.436408,,,,,,
7215,60.125000,-3.113942,2.159225,-2.436435,,,,,,
7216,60.133333,-3.117477,2.159195,-2.436417,,,,,,
7217,60.141667,-3.121301,2.159233,-2.436460,,,,,,
7218,60.150000,-3.124627,2.159089,-2.436431,,,,,,
7219,60.158333,-3.128369,2.158882,-2.436741,,,,,,
7220,60.166667,-3.132060,2.158781,-2.436895,,,,,,
7221,60.175000,-3.135549,2.158298,-2.437345,,,,,,
7222,60.183333,-3.139609,2.158225,-2.437814,,,,,,
7223,60.191667,-3.143242,2.157779,-2.438318,,,,,,
7224,60.200000,-3.147170,2.157499,-2.438740,,,,,,
7225,60.208333,-3.151114,2.157130,-2.438959,,,,,,
7226,60.216667,-3.155103,2.156734,-2.439326,,,,,,
7227,60.225000,-3.158952,2.156069,-2.439706,,,,,,
7228,60.233333,-3.163167,2.155600,-2.439922,,,,,,
7229,60.241667,-3.166777,2.154940,-2.440052,,,,,,
7230,60.250000,-3.170929,2.154466,-2.440229,,,,,,
7231,60.258333,-3.174552,2.153893,-2.440425,,,,,,
7232,60.266667,-3.178625,2.153230,-2.440683,,,,,,
7233,60.275000,-3.182345,2.152508,-2.440851,,,,,,
7234,60.283333,-3.186138,2.151876,-2.440985,,,,,,
7235,60.291667,-3.190207,2.151407,-2.441117,,,,,,
7236,60.300000,-3.194190,2.150768,-2.441131,,,,,,
7237,60.308333,-3.198020,2.150059,-2.441535,,,,,,
7238,60.316667,-3.202488,2.149377,-2.441627,,,,,,
7239,60.325000,-3.206340,2.148720,-2.441878,,,,,,
7240,60.333333,-3.210950,2.148201,-2.442039,,,,,,
7241,60.341667,-3.214769,2.147484,-2.442235,,,,,,
7242,60.350000,-3.218870,2.146796,-2.442469,,,,,,
7243,60.358333,-3.223215,2.146051,-2.442834,,,,,,
7244,60.366667,-3.226964,2.145328,-2.443092,,,,,,
7245,60.375000,-3.230829,2.144686,-2.443434,,,,,,
7246,60.383333,-3.234944,2.144197,-2.443883,,,,,,
7247,60.391667,-3.238235,2.143187,-2.444349,,,,,,
7248,60.400000,-3.242284,2.142883,-2.444975,,,,,,
7249,60.408333,-3.245831,2.142250,-2.445498,,,,,,
7250,60.416667,-3.249207,2.141736,-2.446195,,,,,,
7251,60.425000,-3.253010,2.141356,-2.446753,,,,,,
7252,60.433333,-3.256682,2.140669,-2.447407,,,,,,
7253,60.441667,-3.260262,2.140425,-2.447998,,,,,,
7254,60.450000,-3.263911,2.139945,-2.448412,,,,,,
7255,60.458333,-3.267529,2.139636,-2.449093,,,,,,
7256,60.466667,-3.270803,2.139002,-2.449759,,,,,,
7257,60.475000,-3.274714,2.138950,-2.450788,,,,,,
7258,60.483333,-3.278268,2.138608,-2.451661,,,,,,
7259,60.491667,-3.281660,2.138338,-2.452469,,,,,,
7260,60.500000,-3.284835,2.137860,-2.453338,,,,,,
7261,60.508333,-3.288635,2.137712,-2.454313,,,,,,
7262,60.516667,-3.291837,2.137305,-2.455205,,,,,,
7263,60.525000,-3.295058,2.137061,-2.456007,,,,,,
7264,60.533333,-3.298806,2.136915,-2.457004,,,,,,
7265,60.541667,-3.302147,2.136464,-2.457838,,,,,,
7266,60.550000,-3.305566,2.136177,-2.458828,,,,,,
7267,60.558333,-3.308787,2.135880,-2.459644,,,,,,
7268,60.566667,-3.312303,2.135749,-2.460533,,,,,,
7269,60.575000,-3.315494,2.135420,-2.461573,,,,,,
7270,60.583333,-3.318796,2.135146,-2.462407,,,,,,
7271,60.591667,-3.322340,2.135115,-2.463223,,,,,,
7272,60.600000,-3.325576,2.135068,-2.463940,,,,,,
7273,60.608333,-3.328840,2.134633,-2.464883,,,,,,
7274,60.616667,-3.332239,2.134378,-2.465733,,,,,,
7275,60.625000,-3.335700,2.134144,-2.466660,,,,,,
7276,60.633333,-3.339078,2.133938,-2.467442,,,,,,
7277,60.641667,-3.342372,2.133487,-2.468156,,,,,,
7278,60.650000,-3.346193,2.133355,-2.469023,,,,,,
7279,60.658333,-3.349445,2.132875,-2.469946,,,,,,
7280,60.666667,-3.352845,2.132605,-2.470461,,,,,,
7281,60.675000,-3.356514,2.132291,-2.470804,,,,,,
7282,60.683333,-3.359658,2.132082,-2.471370,,,,,,
7283,60.691667,-3.362934,2.131576,-2.471699,,,,,,
7284,60.700000,-3.366109,2.131310,-2.472282,,,,,,
7285,60.708333,-3.369525,2.131078,-2.472839,,,,,,
7286,60.716667,-3.372346,2.130621,-2.473372,,,,,,
7287,60.725000,-3.375635,2.130464,-2.474069,,,,,,
7288,60.733333,-3.379084,2.130255,-2.474700,,,,,,
7289,60.741667,-3.382040,2.130035,-2.475418,,,,,,
7290,60.750000,-3.384967,2.129438,-2.476091,,,,,,
7291,60.758333,-3.387700,2.129312,-2.476720,,,,,,
7292,60.766667,-3.390763,2.129183,-2.477366,,,,,,
7293,60.775000,-3.393318,2.129123,-2.478075,,,,,,
7294,60.783333,-3.395304,2.128837,-2.478779,,,,,,
7295,60.791667,-3.397723,2.128882,-2.479694,,,,,,
7296,60.800000,-3.400059,2.128869,-2.480452,,,,,,
7297,60.808333,-3.402090,2.129009,-2.481208,,,,,,
7298,60.816667,-3.404058,2.129050,-2.482072,,,,,,
7299,60.825000,-3.406020,2.129160,-2.483046,,,,,,
7300,60.833333,-3.407878,2.129326,-2.484204,,,,,,
7301,60.841667,-3.409490,2.129436,-2.485296,,,,,,
7302,60.850000,-3.411062,2.129631,-2.486471,,,,,,
7303,60.858333,-3.412599,2.129773,-2.487768,,,,,,
7304,60.866667,-3.414135,2.130057,-2.489211,,,,,,
7305,60.875000,-3.415548,2.130521,-2.490835,,,,,,
7306,60.883333,-3.416518,2.130816,-2.492695,,,,,,
7307,60.891667,-3.417397,2.131156,-2.494818,,,,,,
7308,60.900000,-3.418057,2.131528,-2.496945,,,,,,
7309,60.908333,-3.418684,2.131851,-2.499341,,,,,,
7310,60.916667,-3.419369,2.132245,-2.502029,,,,,,
7311,60.925000,-3.419915,2.132496,-2.504622,,,,,,
7312,60.933333,-3.420462,2.133013,-2.507576,,,,,,
7313,60.941667,-3.420806,2.133462,-2.510713,,,,,,
7314,60.950000,-3.421079,2.133845,-2.513877,,,,,,
7315,60.958333,-3.421475,2.134436,-2.517068,,,,,,
7316,60.966667,-3.421484,2.134845,-2.520382,,,,,,
7317,60.975000,-3.421450,2.135541,-2.523722,,,,,,
7318,60.983333,-3.421477,2.135938,-2.527172,,,,,,
7319,60.991667,-3.421703,2.136616,-2.530740,,,,,,
7320,61.000000,-3.421883,2.136981,-2.534250,,,,,,
7321,61.008333,-3.422385,2.137532,-2.537971,,,,,,
7322,61.016667,-3.423107,2.138411,-2.541728,,,,,,
7323,61.025000,-3.423763,2.139041,-2.545694,,,,,,
7324,61.033333,-3.424427,2.139696,-2.549351,,,,,,
7325,61.041667,-3.424666,2.140061,-2.553143,,,,,,
7326,61.050000,-3.425059,2.140677,-2.556733,,,,,,
7327,61.058333,-3.425416,2.141164,-2.560527,,,,,,
7328,61.066667,-3.426077,2.141768,-2.564006,,,,,,
7329,61.075000,-3.426839,2.142615,-2.567617,,,,,,
7330,61.083333,-3.427311,2.143163,-2.571255,,,,,,
7331,61.091667,-3.427805,2.143784,-2.574927,,,,,,
7332,61.100000,-3.428331,2.144492,-2.578960,,,,,,
7333,61.108333,-3.428802,2.145134,-2.582804,,,,,,
7334,61.116667,-3.428676,2.145590,-2.586932,,,,,,
7335,61.125000,-3.429192,2.146292,-2.590917,,,,,,
7336,61.133333,-3.429503,2.146918,-2.595101,,,,,,
7337,61.141667,-3.430080,2.147617,-2.599209,,,,,,
7338,61.150000,-3.430549,2.148289,-2.603378,,,,,,
7339,61.158333,-3.431012,2.148834,-2.607415,,,,,,
7340,61.166667,-3.431213,2.149194,-2.611801,,,,,,
7341,61.175000,-3.431475,2.149526,-2.616081,,,,,,
7342,61.183333,-3.432022,2.150077,-2.620645,,,,,,
7343,61.191667,-3.432769,2.150715,-2.625427,,,,,,
7344,61.200000,-3.434328,2.151879,-2.630365,,,,,,
7345,61.208333,-3.433620,2.151551,-2.635350,,,,,,
7346,61.216667,-3.433738,2.151683,-2.640481,,,,,,
7347,61.225000,-3.434121,2.151989,-2.645792,,,,,,
7348,61.233333,-3.435477,2.152826,-2.651448,,,,,,
7349,61.241667,-3.436025,2.153042,-2.656909,,,,,,
7350,61.250000,-3.435938,2.152800,-2.662737,,,,,,
7351,61.258333,-3.436247,2.152720,-2.668267,,,,,,
7352,61.266667,-3.436821,2.153012,-2.674026,,,,,,
7353,61.275000,-3.437611,2.153308,-2.679896,,,,,,
7354,61.283333,-3.438241,2.153413,-2.685864,,,,,,
7355,61.291667,-3.438014,2.153136,-2.691817,,,,,,
7356,61.300000,-3.438325,2.152968,-2.697680,,,,,,
7357,61.308333,-3.439291,2.153517,-2.704027,,,,,,
7358,61.316667,-3.439376,2.153171,-2.709998,,,,,,
7359,61.325000,-3.438835,2.152613,-2.716067,,,,,,
7360,61.333333,-3.439562,2.152704,-2.722133,,,,,,
7361,61.341667,-3.439972,2.152763,-2.728309,,,,,,
7362,61.350000,-3.439932,2.152455,-2.734307,,,,,,
7363,61.358333,-3.439713,2.152121,-2.740441,,,,,,
7364,61.366667,-3.441002,2.152701,-2.746761,,,,,,
7365,61.375000,-3.440871,2.152382,-2.752714,,,,,,
7366,61.383333,-3.439661,2.151386,-2.758646,,,,,,
7367,61.391667,-3.440233,2.151507,-2.764729,,,,,,
7368,61.400000,-3.440361,2.151543,-2.770696,,,,,,
7369,61.408333,-3.439805,2.151012,-2.776454,,,,,,
7370,61.416667,-3.439218,2.150531,-2.782270,,,,,,
7371,61.425000,-3.439469,2.150531,-2.788005,,,,,,
7372,61.433333,-3.440190,2.150951,-2.793776,,,,,,
7373,61.441667,-3.439204,2.150110,-2.799297,,,,,,
7374,61.450000,-3.439217,2.150160,-2.804862,,,,,,
7375,61.458333,-3.439995,2.150670,-2.810425,,,,,,
7376,61.466667,-3.439391,2.149922,-2.815495,,,,,,
7377,61.475000,-3.439140,2.149887,-2.821048,,,,,,
7378,61.483333,-3.438884,2.149455,-2.826040,,,,,,
7379,61.491667,-3.439215,2.149662,-2.831271,,,,,,
7380,61.500000,-3.439259,2.149633,-2.836277,,,,,,
7381,61.508333,-3.438564,2.149286,-2.841240,,,,,,
7382,61.516667,-3.438457,2.149404,-2.846297,,,,,,
7383,61.525000,-3.438895,2.149694,-2.851108,,,,,,
7384,61.533333,-3.438009,2.149585,-2.856118,,,,,,
7385,61.541667,-3.436771,2.149076,-2.860878,,,,,,
7386,61.550000,-3.436357,2.149455,-2.865898,,,,,,
7387,61.558333,-3.435874,2.149574,-2.870762,,,,,,
7388,61.566667,-3.434917,2.149635,-2.875855,,,,,,
7389,61.575000,-3.433762,2.149524,-2.880761,,,,,,
7390,61.583333,-3.434178,2.150434,-2.885748,,,,,,
7391,61.591667,-3.433263,2.150678,-2.890557,,,,,,
7392,61.600000,-3.431820,2.150641,-2.895507,,,,,,
7393,61.608333,-3.431276,2.151098,-2.900210,,,,,,
7394,61.616667,-3.431512,2.151930,-2.904822,,,,,,
7395,61.625000,-3.431066,2.152546,-2.909773,,,,,,
7396,61.633333,-3.429638,2.152115,-2.914280,,,,,,
7397,61.641667,-3.429730,2.153284,-2.919243,,,,,,
7398,61.650000,-3.429874,2.154151,-2.923782,,,,,,
7399,61.658333,-3.428580,2.154470,-2.928441,,,,,,
7400,61.666667,-3.427603,2.154679,-2.932969,,,,,,
7401,61.675000,-3.427088,2.155358,-2.937520,,,,,,
7402,61.683333,-3.426280,2.155925,-2.941858,,,,,,
7403,61.691667,-3.425192,2.156605,-2.946529,,,,,,
7404,61.700000,-3.424168,2.156926,-2.950786,,,,,,
7405,61.708333,-3.423849,2.157607,-2.955275,,,,,,
7406,61.716667,-3.422395,2.157806,-2.959853,,,,,,
7407,61.725000,-3.420480,2.157552,-2.964121,,,,,,
7408,61.733333,-3.420726,2.158993,-2.968792,,,,,,
7409,61.741667,-3.418368,2.158355,-2.973106,,,,,,
7410,61.750000,-3.416617,2.158429,-2.977544,,,,,,
7411,61.758333,-3.416568,2.159457,-2.981953,,,,,,
7412,61.766667,-3.415418,2.160033,-2.986431,,,,,,
7413,61.775000,-3.413647,2.160095,-2.990789,,,,,,
7414,61.783333,-3.412954,2.160874,-2.995159,,,,,,
7415,61.791667,-3.411287,2.160376,-2.998887,,,,,,
7416,61.800000,-3.409917,2.160778,-3.003620,,,,,,
7417,61.808333,-3.409284,2.161307,-3.007735,,,,,,
7418,61.816667,-3.408100,2.161387,-3.011935,,,,,,
7419,61.825000,-3.406850,2.161481,-3.016379,,,,,,
7420,61.833333,-3.405396,2.161777,-3.020726,,,,,,
7421,61.841667,-3.404791,2.162326,-3.025033,,,,,,
7422,61.850000,-3.402805,2.162203,-3.029433,,,,,,
7423,61.858333,-3.401556,2.162522,-3.033736,,,,,,
7424,61.866667,-3.400393,2.162677,-3.038041,,,,,,
7425,61.875000,-3.399414,2.163247,-3.042480,,,,,,
7426,61.883333,-3.397819,2.163381,-3.046695,,,,,,
7427,61.891667,-3.397047,2.163879,-3.050996,,,,,,
7428,61.900000,-3.395841,2.163674,-3.055083,,,,,,
7429,61.908333,-3.394142,2.163354,-3.059607,,,,,,
7430,61.916667,-3.393587,2.163686,-3.064023,,,,,,
7431,61.925000,-3.392770,2.163811,-3.068507,,,,,,
7432,61.933333,-3.391085,2.163481,-3.073303,,,,,,
7433,61.941667,-3.390067,2.163687,-3.078241,,,,,,
7434,61.950000,-3.389139,2.163659,-3.083191,,,,,,
7435,61.958333,-3.387828,2.163521,-3.088264,,,,,,
7436,61.966667,-3.386832,2.163442,-3.093220,,,,,,
7437,61.975000,-3.385376,2.162825,-3.097529,,,,,,
7438,61.983333,-3.384159,2.162833,-3.103034,,,,,,
7439,61.991667,-3.383229,2.162571,-3.107919,,,,,,
7440,62.000000,-3.382442,2.162605,-3.112531,,,,,,
7441,62.008333,-3.381720,2.162314,-3.117499,,,,,,
7442,62.016667,-3.381252,2.162228,-3.122977,,,,,,
7443,62.025000,-3.380778,2.161748,-3.127520,,,,,,
7444,62.033333,-3.379072,2.161689,-3.130906,,,,,,
7445,62.041667,-3.379816,2.161232,-3.138445,,,,,,
7446,62.050000,-3.379342,2.160657,-3.143599,,,,,,
7447,62.058333,-3.378988,2.160223,-3.148655,,,,,,
7448,62.066667,-3.377429,2.160243,-3.152255,,,,,,
7449,62.075000,-3.378232,2.159657,-3.159449,,,,,,
7450,62.083333,-3.377820,2.159414,-3.164739,,,,,,
7451,62.091667,-3.376204,2.159234,-3.168015,,,,,,
7452,62.100000,-3.376949,2.158388,-3.174882,,,,,,
7453,62.108333,-3.376604,2.158352,-3.180551,,,,,,
7454,62.116667,-3.376292,2.157733,-3.185151,,,,,,
7455,62.125000,-3.374488,2.157570,-3.188644,,,,,,
7456,62.133333,-3.374002,2.157296,-3.194022,,,,,,
7457,62.141667,-3.375071,2.156987,-3.200897,,,,,,
7458,62.150000,-3.373684,2.157094,-3.204644,,,,,,
7459,62.158333,-3.373576,2.156788,-3.209513,,,,,,
7460,62.166667,-3.374481,2.156345,-3.216595,,,,,,
7461,62.175000,-3.374303,2.156380,-3.222136,,,,,,
7462,62.183333,-3.373766,2.156198,-3.226824,,,,,,
7463,62.191667,-3.372173,2.156555,-3.230309,,,,,,
7464,62.200000,-3.373149,2.156240,-3.237020,,,,,,
7465,62.208333,-3.373430,2.156841,-3.242667,,,,,,
7466,62.216667,-3.373103,2.156745,-3.247171,,,,,,
7467,62.225000,-3.371772,2.157114,-3.250637,,,,,,
7468,62.233333,-3.371829,2.157184,-3.256070,,,,,,
7469,62.241667,-3.373035,2.157295,-3.262790,,,,,,
7470,62.250000,-3.371265,2.157308,-3.266413,,,,,,
7471,62.258333,-3.371204,2.157635,-3.270838,,,,,,
7472,62.266667,-3.370930,2.157876,-3.275733,,,,,,
7473,62.275000,-3.372039,2.158124,-3.282766,,,,,,
7474,62.283333,-3.371006,2.157826,-3.287282,,,,,,
7475,62.291667,-3.369239,2.158197,-3.290781,,,,,,
7476,62.300000,-3.371658,2.159301,-3.298103,,,,,,
7477,62.308333,-3.369975,2.158926,-3.302773,,,,,,
7478,62.316667,-3.369058,2.158586,-3.307273,,,,,,
7479,62.325000,-3.367288,2.158880,-3.310604,,,,,,
7480,62.333333,-3.366802,2.159079,-3.315950,,,,,,
7481,62.341667,-3.366263,2.159278,-3.321316,,,,,,
7482,62.350000,-3.365996,2.159402,-3.326602,,,,,,
7483,62.358333,-3.365733,2.159362,-3.331224,,,,,,
7484,62.366667,-3.365000,2.159214,-3.336739,,,,,,
7485,62.375000,-3.365877,2.159068,-3.343608,,,,,,
7486,62.383333,-3.363913,2.159236,-3.347213,,,,,,
7487,62.391667,-3.363634,2.159430,-3.352312,,,,,,
7488,62.400000,-3.362745,2.159142,-3.357773,,,,,,
7489,62.408333,-3.362186,2.159125,-3.362962,,,,,,
7490,62.416667,-3.361888,2.159184,-3.367663,,,,,,
7491,62.425000,-3.361394,2.159137,-3.372768,,,,,,
7492,62.433333,-3.360289,2.158595,-3.378187,,,,,,
7493,62.441667,-3.359874,2.158694,-3.383002,,,,,,
7494,62.450000,-3.359429,2.159138,-3.387730,,,,,,
7495,62.458333,-3.358523,2.158825,-3.392912,,,,,,
7496,62.466667,-3.358988,2.158639,-3.399416,,,,,,
7497,62.475000,-3.357174,2.158667,-3.402540,,,,,,
7498,62.483333,-3.356350,2.158836,-3.407226,,,,,,
7499,62.491667,-3.354948,2.158260,-3.412368,,,,,,
7500,62.500000,-3.353973,2.158326,-3.417059,,,,,,
7501,62.508333,-3.353200,2.158789,-3.421291,,,,,,
7502,62.516667,-3.354773,2.159545,-3.428482,,,,,,
7503,62.525000,-3.350525,2.158646,-3.430880,,,,,,
7504,62.533333,-3.349811,2.158626,-3.434956,,,,,,
7505,62.541667,-3.347462,2.156276,-3.441463,,,,,,
7506,62.550000,-3.347134,2.158018,-3.444782,,,,,,
7507,62.558333,-3.346349,2.158108,-3.449104,,,,,,
7508,62.566667,-3.345279,2.158157,-3.453485,,,,,,
7509,62.575000,-3.345270,2.158110,-3.459912,,,,,,
7510,62.583333,-3.342512,2.157880,-3.463055,,,,,,
7511,62.591667,-3.341413,2.157563,-3.467117,,,,,,
7512,62.600000,-3.339530,2.157034,-3.472081,,,,,,
7513,62.608333,-3.338216,2.156897,-3.476427,,,,,,
7514,62.616667,-3.337158,2.156855,-3.480791,,,,,,
7515,62.625000,-3.336707,2.156301,-3.487859,,,,,,
7516,62.633333,-3.333928,2.155995,-3.491081,,,,,,
7517,62.641667,-3.332682,2.156258,-3.495693,,,,,,
7518,62.650000,-3.330906,2.155981,-3.501130,,,,,,
7519,62.658333,-3.332463,2.157184,-3.508182,,,,,,
7520,62.666667,-3.328395,2.156416,-3.510000,,,,,,
7521,62.675000,-3.326812,2.156071,-3.515244,,,,,,
7522,62.683333,-3.325997,2.156184,-3.519762,,,,,,
7523,62.691667,-3.325280,2.156591,-3.523845,,,,,,
7524,62.700000,-3.324193,2.156633,-3.528750,,,,,,
7525,62.708333,-3.322936,2.156697,-3.533873,,,,,,
7526,62.716667,-3.322006,2.157211,-3.538136,,,,,,
7527,62.725000,-3.319639,2.155189,-3.544531,,,,,,
7528,62.733333,-3.318818,2.156920,-3.548096,,,,,,
7529,62.741667,-3.317499,2.157097,-3.552328,,,,,,
7530,62.750000,-3.314646,2.154854,-3.559088,,,,,,
7531,62.758333,-3.313877,2.156679,-3.562413,,,,,,
7532,62.766667,-3.312484,2.156935,-3.567129,,,,,,
7533,62.775000,-3.310603,2.156849,-3.572109,,,,,,
7534,62.783333,-3.308919,2.156647,-3.576886,,,,,,
7535,62.791667,-3.310640,2.157630,-3.583648,,,,,,
7536,62.800000,-3.305261,2.156032,-3.585927,,,,,,
7537,62.808333,-3.303869,2.156044,-3.590385,,,,,,
7538,62.816667,-3.302907,2.155964,-3.594703,,,,,,
7539,62.825000,-3.301223,2.155529,-3.599827,,,,,,
7540,62.833333,-3.299829,2.155311,-3.604155,,,,,,
7541,62.841667,-3.298686,2.155166,-3.608507,,,,,,
7542,62.850000,-3.300050,2.155828,-3.615725,,,,,,
7543,62.858333,-3.295459,2.154369,-3.617902,,,,,,
7544,62.866667,-3.294138,2.154147,-3.622108,,,,,,
7545,62.875000,-3.292588,2.153593,-3.627126,,,,,,
7546,62.883333,-3.291034,2.153041,-3.632052,,,,,,
7547,62.891667,-3.289762,2.152709,-3.636234,,,,,,
7548,62.900000,-3.287818,2.151748,-3.641376,,,,,,
7549,62.908333,-3.288958,2.152040,-3.648355,,,,,,
7550,62.916667,-3.284713,2.150575,-3.650177,,,,,,
7551,62.925000,-3.282531,2.149462,-3.655429,,,,,,
7552,62.933333,-3.281018,2.148695,-3.660014,,,,,,
7553,62.941667,-3.279866,2.148159,-3.664478,,,,,,
7554,62.950000,-3.277848,2.146915,-3.669864,,,,,,
7555,62.958333,-3.276280,2.146175,-3.674467,,,,,,
7556,62.966667,-3.277929,2.146433,-3.681443,,,,,,
7557,62.975000,-3.272460,2.144244,-3.684138,,,,,,
7558,62.983333,-3.270933,2.143216,-3.688696,,,,,,
7559,62.991667,-3.269561,2.142348,-3.693558,,,,,,
7560,63.000000,-3.267662,2.141099,-3.698832,,,,,,
7561,63.008333,-3.266278,2.140215,-3.703434,,,,,,
7562,63.016667,-3.267323,2.140056,-3.710800,,,,,,
7563,63.025000,-3.266394,2.138730,-3.715205,,,,,,
7564,63.033333,-3.260805,2.136851,-3.717932,,,,,,
7565,63.041667,-3.258866,2.135503,-3.723510,,,,,,
7566,63.050000,-3.257340,2.134403,-3.728483,,,,,,
7567,63.058333,-3.255977,2.133407,-3.733098,,,,,,
7568,63.066667,-3.253963,2.131896,-3.738446,,,,,,
7569,63.075000,-3.255664,2.132098,-3.745401,,,,,,
7570,63.083333,-3.250937,2.129818,-3.747655,,,,,,
7571,63.091667,-3.249098,2.128362,-3.752507,,,,,,
7572,63.100000,-3.247959,2.127543,-3.757085,,,,,,
7573,63.108333,-3.246784,2.126249,-3.761594,,,,,,
7574,63.116667,-3.245213,2.125048,-3.766761,,,,,,
7575,63.125000,-3.243898,2.124148,-3.771268,,,,,,
7576,63.133333,-3.242572,2.123052,-3.775421,,,,,,
7577,63.141667,-3.243628,2.122864,-3.782522,,,,,,
7578,63.150000,-3.242524,2.121967,-3.787055,,,,,,
7579,63.158333,-3.237807,2.119640,-3.788592,,,,,,
7580,63.166667,-3.236032,2.117981,-3.793724,,,,,,
7581,63.175000,-3.234665,2.116872,-3.797810,,,,,,
7582,63.183333,-3.233272,2.115746,-3.801716,,,,,,
7583,63.191667,-3.229392,2.114287,-3.805592,,,,,,
7584,63.200000,-3.231569,2.114084,-3.812850,,,,,,
7585,63.208333,-3.230687,2.112978,-3.816709,,,,,,
7586,63.216667,-3.223967,2.110085,-3.817457,,,,,,
7587,63.225000,-3.220284,2.104233,-3.826243,,,,,,
7588,63.233333,-3.221268,2.107406,-3.824491,,,,,,
7589,63.241667,-3.219252,2.105841,-3.829064,,,,,,
7590,63.250000,-3.220881,2.105145,-3.835882,,,,,,
7591,63.258333,-3.219873,2.103846,-3.839116,,,,,,
7592,63.266667,-3.210903,2.096826,-3.844614,,,,,,
7593,63.275000,-3.211707,2.099482,-3.843508,,,,,,
7594,63.283333,-3.210615,2.098476,-3.846007,,,,,,
7595,63.291667,,,,,,,,,
7596,63.300000,-3.209560,2.096028,-3.856890,,,,,,
7597,63.308333,-3.204268,2.094009,-3.855734,,,,,,
7598,63.316667,-3.199886,2.087717,-3.864679,,,,,,
7599,63.325000,-3.200422,2.090470,-3.863311,,,,,,
7600,63.333333,-3.198727,2.089090,-3.865736,,,,,,
7601,63.341667,-3.201200,2.088725,-3.871657,,,,,,
7602,63.350000,-3.194277,2.085697,-3.871128,,,,,,
7603,63.358333,-3.192425,2.083982,-3.873685,,,,,,
7604,63.366667,-3.191034,2.082408,-3.875781,,,,,,
7605,63.375000,-3.189472,2.081148,-3.878241,,,,,,
7606,63.383333,-3.190681,2.080007,-3.884901,,,,,,
7607,63.391667,-3.189315,2.078758,-3.886850,,,,,,
7608,63.400000,-3.183791,2.076505,-3.884369,,,,,,
7609,63.408333,-3.179676,2.070177,-3.892677,,,,,,
7610,63.416667,-3.180401,2.073081,-3.889966,,,,,,
7611,63.425000,-3.176641,2.067301,-3.896321,,,,,,
7612,63.433333,-3.181507,2.071063,-3.896477,,,,,,
7613,63.441667,-3.180152,2.069503,-3.897908,,,,,,
7614,63.450000,-3.171340,2.062422,-3.901644,,,,,,
7615,63.458333,-3.171904,2.064851,-3.898556,,,,,,
7616,63.466667,-3.170995,2.063885,-3.899401,,,,,,
7617,63.475000,-3.169978,2.062786,-3.900498,,,,,,
7618,63.483333,-3.168223,2.061074,-3.902334,,,,,,
7619,63.491667,-3.170155,2.060449,-3.907772,,,,,,
7620,63.500000,,,,,,,,,
7621,63.508333,-3.163224,2.056388,-3.907307,,,,,,
7622,63.516667,-3.162172,2.054924,-3.908332,,,,,,
7623,63.525000,-3.158279,2.048856,-3.915636,,,,,,
7624,63.533333,-3.159095,2.051471,-3.912780,,,,,,
7625,63.541667,-3.160835,2.050840,-3.917485,,,,,,
7626,63.550000,-3.160246,2.049751,-3.918911,,,,,,
7627,63.558333,-3.154518,2.047080,-3.916269,,,,,,
7628,63.566667,-3.150321,2.040535,-3.923991,,,,,,
7629,63.575000,-3.151486,2.043221,-3.920946,,,,,,
7630,63.583333,-3.149961,2.041375,-3.922344,,,,,,
7631,63.591667,-3.148926,2.040080,-3.923223,,,,,,
7632,63.600000,-3.151928,2.039962,-3.928036,,,,,,
7633,63.608333,,,,,,,,,
7634,63.616667,-3.143728,2.035602,-3.927966,,,,,,
7635,63.625000,-3.142467,2.034518,-3.929065,,,,,,
7636,63.633333,-3.141563,2.033404,-3.930392,,,,,,
7637,63.641667,-3.140474,2.032276,-3.931437,,,,,,
7638,63.650000,-3.139294,2.031206,-3.932317,,,,,,
7639,63.658333,-3.135509,2.025619,-3.939027,,,,,,
7640,63.666667,-3.139798,2.029198,-3.938824,,,,,,
7641,63.675000,-3.138593,2.027769,-3.940034,,,,,,
