Format Version,1.1,Take Name,Take 2016-04-07 08.33.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.14.076 PM,Total Frames,3720,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10014,Marker_10014,Marker_10014,Marker_10015,Marker_10015,Marker_10015,Marker_10016,Marker_10016,Marker_10016,Marker_10017,Marker_10017,Marker_10017,Marker_10019,Marker_10019,Marker_10019
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702723","8392B20CF49E35702723","8392B20CF49E35702723"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1330,11.083333,-0.574924,2.608054,3.456188,,,,,,,,,,,,,,,
1331,11.091667,-0.565901,2.594822,3.448171,,,,,,,,,,,,,,,
1332,11.100000,-0.556421,2.582138,3.440945,,,,,,,,,,,,,,,
1333,11.108333,-0.546227,2.568581,3.432964,,,,,,,,,,,,,,,
1334,11.116667,-0.535682,2.555212,3.425060,,,,,,,,,,,,,,,
1335,11.125000,-0.524525,2.540934,3.416116,,,,,,,,,,,,,,,
1336,11.133333,-0.513675,2.527038,3.407485,,,,,,,,,,,,,,,
1337,11.141667,-0.502278,2.513054,3.398533,,,,,,,,,,,,,,,
1338,11.150000,-0.490738,2.499387,3.389281,,,,,,,,,,,,,,,
1339,11.158333,-0.478180,2.486115,3.380617,,,,,,,,,,,,,,,
1340,11.166667,-0.465407,2.472634,3.371488,,,,,,,,,,,,,,,
1341,11.175000,-0.452221,2.459352,3.362086,,,,,,,,,,,,,,,
1342,11.183333,-0.438506,2.446257,3.352460,,,,,,,,,,,,,,,
1343,11.191667,-0.424184,2.433507,3.343039,,,,,,,,,,,,,,,
1344,11.200000,-0.409729,2.420366,3.333129,,,,,,,,,,,,,,,
1345,11.208333,-0.395057,2.407492,3.323102,,,,,,,,,,,,,,,
1346,11.216667,-0.380217,2.394701,3.312944,,,,,,,,,,,,,,,
1347,11.225000,-0.365096,2.382001,3.302904,,,,,,,,,,,,,,,
1348,11.233333,-0.349843,2.369356,3.292280,,,,,,,,,,,,,,,
1349,11.241667,-0.334626,2.356557,3.281500,,,,,,,,,,,,,,,
1350,11.250000,-0.319352,2.344101,3.270813,,,,,,,,,,,,,,,
1351,11.258333,-0.304115,2.331564,3.259923,,,,,,,,,,,,,,,
1352,11.266667,-0.288930,2.318805,3.248451,,,,,,,,,,,,,,,
1353,11.275000,-0.273650,2.306539,3.237367,,,,,,,,,,,,,,,
1354,11.283333,-0.258615,2.293990,3.225463,,,,,,,,,,,,,,,
1355,11.291667,-0.243429,2.281843,3.213805,,,,,,,,,,,,,,,
1356,11.300000,-0.228484,2.269609,3.202006,,,,,,,,,,,,,,,
1357,11.308333,-0.213297,2.257531,3.190107,,,,,,,,,,,,,,,
1358,11.316667,-0.198185,2.245806,3.177969,,,,,,,,,,,,,,,
1359,11.325000,-0.182793,2.234103,3.165763,,,,,,,,,,,,,,,
1360,11.333333,-0.167510,2.222289,3.152842,,,,,,,,,,,,,,,
1361,11.341667,-0.152276,2.210685,3.140195,,,,,,,,,,,,,,,
1362,11.350000,-0.137294,2.199228,3.126826,,,,,,,,,,,,,,,
1363,11.358333,-0.122115,2.187370,3.114014,,,,,,,,,,,,,,,
1364,11.366667,-0.107842,2.175655,3.100133,,,,,,,,,,,,,,,
1365,11.375000,-0.093083,2.164093,3.087029,,,,,,,,,,,,,,,
1366,11.383333,-0.079445,2.152467,3.073082,,,,,,,,,,,,,,,
1367,11.391667,-0.065755,2.140788,3.058986,,,,,,,,,,,,,,,
1368,11.400000,-0.052159,2.128820,3.045278,,,,,,,,,,,,,,,
1369,11.408333,-0.039182,2.117152,3.030682,,,,,,,,,,,,,,,
1370,11.416667,-0.026341,2.105447,3.016359,,,,,,,,,,,,,,,
1371,11.425000,-0.014221,2.094518,3.002478,,,,,,,,,,,,,,,
1372,11.433333,-0.002214,2.083408,2.988048,,,,,,,,,,,,,,,
1373,11.441667,0.010101,2.072050,2.973672,,,,,,,,,,,,,,,
1374,11.450000,0.021613,2.061101,2.958803,,,,,,,,,,,,,,,
1375,11.458333,0.032755,2.050743,2.944111,,,,,,,,,,,,,,,
1376,11.466667,0.043371,2.039839,2.929074,,,,,,,,,,,,,,,
1377,11.475000,0.054150,2.029564,2.914242,,,,,,,,,,,,,,,
1378,11.483333,0.064545,2.019435,2.899178,,,,,,,,,,,,,,,
1379,11.491667,0.074703,2.009034,2.883788,,,,,,,,,,,,,,,
1380,11.500000,0.084795,1.998793,2.868516,,,,,,,,,,,,,,,
1381,11.508333,0.093914,1.989251,2.853219,,,,,,,,,,,,,,,
1382,11.516667,0.103107,1.979612,2.837735,,,,,,,,,,,,,,,
1383,11.525000,0.111654,1.970315,2.821959,,,,,,,,,,,,,,,
1384,11.533333,0.119734,1.961273,2.806605,,,,,,,,,,,,,,,
1385,11.541667,0.127676,1.952101,2.790898,,,,,,,,,,,,,,,
1386,11.550000,0.135108,1.943015,2.775012,,,,,,,,,,,,,,,
1387,11.558333,0.142227,1.934040,2.759402,,,,,,,,,,,,,,,
1388,11.566667,0.148947,1.924990,2.743289,,,,,,,,,,,,,,,
1389,11.575000,0.154777,1.916398,2.727483,,,,,,,,,,,,,,,
1390,11.583333,0.160988,1.907234,2.711076,,,,,,,,,,,,,,,
1391,11.591667,0.167096,1.898648,2.695219,,,,,,,,,,,,,,,
1392,11.600000,0.172236,1.889954,2.678725,,,,,,,,,,,,,,,
1393,11.608333,0.177451,1.881218,2.662641,,,,,,,,,,,,,,,
1394,11.616667,0.182599,1.872175,2.645988,,,,,,,,,,,,,,,
1395,11.625000,0.187266,1.863149,2.629580,,,,,,,,,,,,,,,
1396,11.633333,0.191463,1.854624,2.612887,,,,,,,,,,,,,,,
1397,11.641667,0.195449,1.845839,2.596056,,,,,,,,,,,,,,,
1398,11.650000,0.199208,1.837192,2.579200,,,,,,,,,,,,,,,
1399,11.658333,0.202868,1.828374,2.562544,,,,,,,,,,,,,,,
1400,11.666667,0.206480,1.819882,2.545566,,,,,,,,,,,,,,,
1401,11.675000,0.209898,1.811519,2.528416,,,,,,,,,,,,,,,
1402,11.683333,0.213335,1.803011,2.511245,,,,,,,,,,,,,,,
1403,11.691667,0.216299,1.794510,2.493407,,,,,,,,,,,,,,,
1404,11.700000,0.219312,1.786282,2.476398,,,,,,,,,,,,,,,
1405,11.708333,0.222046,1.778065,2.458626,,,,,,,,,,,,,,,
1406,11.716667,0.224653,1.770172,2.441399,,,,,,,,,,,,,,,
1407,11.725000,0.227232,1.762315,2.423813,,,,,,,,,,,,,,,
1408,11.733333,0.229516,1.754578,2.405999,,,,,,,,,,,,,,,
1409,11.741667,0.231898,1.747102,2.388759,,,,,,,,,,,,,,,
1410,11.750000,0.234112,1.739650,2.370770,,,,,,,,,,,,,,,
1411,11.758333,0.236130,1.732660,2.353246,,,,,,,,,,,,,,,
1412,11.766667,0.238035,1.725687,2.335266,,,,,,,,,,,,,,,
1413,11.775000,0.239839,1.719214,2.317090,,,,,,,,,,,,,,,
1414,11.783333,0.241809,1.712606,2.299375,,,,,,,,,,,,,,,
1415,11.791667,0.243516,1.706366,2.281226,,,,,,,,,,,,,,,
1416,11.800000,0.245008,1.700367,2.263283,,,,,,,,,,,,,,,
1417,11.808333,0.246632,1.694790,2.245387,,,,,,,,,,,,,,,
1418,11.816667,0.247691,1.689213,2.226539,,,,,,,,,,,,,,,
1419,11.825000,0.249267,1.683916,2.208275,,,,,,,,,,,,,,,
1420,11.833333,0.250867,1.679003,2.190121,,,,,,,,,,,,,,,
1421,11.841667,0.252158,1.673967,2.170673,,,,,,,,,,,,,,,
1422,11.850000,0.254211,1.669752,2.151621,,,,,,,,,,,,,,,
1423,11.858333,0.256719,1.665451,2.131845,,,,,,,,,,,,,,,
1424,11.866667,0.259335,1.661407,2.112167,,,,,,,,,,,,,,,
1425,11.875000,0.261458,1.657751,2.091388,,,,,,,,,,,,,,,
1426,11.883333,0.264041,1.654180,2.071522,,,,,,,,,,,,,,,
1427,11.891667,0.266316,1.651176,2.050601,,,,,,,,,,,,,,,
1428,11.900000,0.268470,1.648406,2.030513,,,,,,,,,,,,,,,
1429,11.908333,0.270125,1.646147,2.009617,,,,,,,,,,,,,,,
1430,11.916667,0.272277,1.644051,1.989560,,,,,,,,,,,,,,,
1431,11.925000,0.274038,1.642702,1.968185,,,,,,,,,,,,,,,
1432,11.933333,0.276150,1.641470,1.947503,,,,,,,,,,,,,,,
1433,11.941667,0.277945,1.640971,1.926328,,,,,,,,,,,,,,,
1434,11.950000,0.279684,1.641057,1.905315,,,,,,,,,,,,,,,
1435,11.958333,0.281351,1.641214,1.884073,,,,,,,,,,,,,,,
1436,11.966667,0.283361,1.641690,1.862899,,,,,,,,,,,,,,,
1437,11.975000,0.284719,1.643365,1.841419,,,,,,,,,,,,,,,
1438,11.983333,0.286275,1.644993,1.820325,,,,,,,,,,,,,,,
1439,11.991667,0.287364,1.647416,1.799051,,,,,,,,,,,,,,,
1440,12.000000,0.288573,1.650179,1.778158,,,,,,,,,,,,,,,
1441,12.008333,0.289416,1.653485,1.757040,,,,,,,,,,,,,,,
1442,12.016667,0.290284,1.657331,1.736151,,,,,,,,,,,,,,,
1443,12.025000,0.290879,1.661846,1.715439,,,,,,,,,,,,,,,
1444,12.033333,0.291266,1.666368,1.694696,,,,,,,,,,,,,,,
1445,12.041667,0.291457,1.671795,1.673850,,,,,,,,,,,,,,,
1446,12.050000,0.291678,1.677315,1.652850,,,,,,,,,,,,,,,
1447,12.058333,0.291777,1.683713,1.632519,,,,,,,,,,,,,,,
1448,12.066667,0.291581,1.690045,1.611738,,,,,,,,,,,,,,,
1449,12.075000,0.291099,1.697029,1.591166,,,,,,,,,,,,,,,
1450,12.083333,0.290345,1.704410,1.570646,,,,,,,,,,,,,,,
1451,12.091667,0.289538,1.712215,1.550430,,,,,,,,,,,,,,,
1452,12.100000,0.288442,1.720464,1.530335,,,,,,,,,,,,,,,
1453,12.108333,0.287035,1.728823,1.510448,,,,,,,,,,,,,,,
1454,12.116667,0.285433,1.737673,1.490581,,,,,,,,,,,,,,,
1455,12.125000,0.284028,1.746575,1.471332,,,,,,,,,,,,,,,
1456,12.133333,0.282272,1.755993,1.452381,,,,,,,,,,,,,,,
1457,12.141667,0.280188,1.765549,1.433274,,,,,,,,,,,,,,,
1458,12.150000,0.278295,1.775155,1.414151,,,,,,,,,,,,,,,
1459,12.158333,0.276116,1.785047,1.395410,,,,,,,,,,,,,,,
1460,12.166667,0.274083,1.794854,1.376554,,,,,,,,,,,,,,,
1461,12.175000,0.271766,1.805168,1.357834,,,,,,,,,,,,,,,
1462,12.183333,0.269712,1.815620,1.339202,,,,,,,,,,,,,,,
1463,12.191667,0.267343,1.826039,1.320303,,,,,,,,,,,,,,,
1464,12.200000,0.265262,1.836702,1.301541,,,,,,,,,,,,,,,
1465,12.208333,0.262567,1.847524,1.282874,,,,,,,,,,,,,,,
1466,12.216667,0.260468,1.858505,1.264096,,,,,,,,,,,,,,,
1467,12.225000,0.258124,1.869708,1.245502,,,,,,,,,,,,,,,
1468,12.233333,0.256134,1.880968,1.226565,,,,,,,,,,,,,,,
1469,12.241667,0.254025,1.892165,1.207616,,,,,,,,,,,,,,,
1470,12.250000,0.251668,1.903714,1.188695,,,,,,,,,,,,,,,
1471,12.258333,0.249558,1.915411,1.170486,,,,,,,,,,,,,,,
1472,12.266667,0.246933,1.927351,1.152500,,,,,,,,,,,,,,,
1473,12.275000,0.244318,1.939843,1.135180,,,,,,,,,,,,,,,
1474,12.283333,0.241658,1.952403,1.118405,,,,,,,,,,,,,,,
1475,12.291667,0.238874,1.965702,1.101841,,,,,,,,,,,,,,,
1476,12.300000,0.236530,1.979000,1.085493,,,,,,,,,,,,,,,
1477,12.308333,0.233815,1.993214,1.069213,,,,,,,,,,,,,,,
1478,12.316667,0.232200,2.007464,1.053349,,,,,,,,,,,,,,,
1479,12.325000,0.229714,2.022624,1.037504,,,,,,,,,,,,,,,
1480,12.333333,0.226967,2.038705,1.022104,,,,,,,,,,,,,,,
1481,12.341667,0.224935,2.054837,1.007473,,,,,,,,,,,,,,,
1482,12.350000,0.222357,2.071830,0.993300,,,,,,,,,,,,,,,
1483,12.358333,0.220032,2.089068,0.979724,,,,,,,,,,,,,,,
1484,12.366667,0.217545,2.106237,0.966162,,,,,,,,,,,,,,,
1485,12.375000,0.214944,2.123678,0.953554,,,,,,,,,,,,,,,
1486,12.383333,0.212613,2.140927,0.941471,,,,,,,,,,,,,,,
1487,12.391667,0.209610,2.158291,0.929995,,,,,,,,,,,,,,,
1488,12.400000,0.206949,2.175425,0.919057,,,,,,,,,,,,,,,
1489,12.408333,0.204455,2.192331,0.908512,,,,,,,,,,,,,,,
1490,12.416667,0.201789,2.208870,0.897851,,,,,,,,,,,,,,,
1491,12.425000,0.198917,2.225689,0.887861,,,,,,,,,,,,,,,
1492,12.433333,0.195872,2.242194,0.878253,,,,,,,,,,,,,,,
1493,12.441667,0.192547,2.258062,0.868123,,,,,,,,,,,,,,,
1494,12.450000,0.189074,2.273576,0.858457,,,,,,,,,,,,,,,
1495,12.458333,0.185247,2.288787,0.848743,,,,,,,,,,,,,,,
1496,12.466667,0.181208,2.303585,0.839041,,,,,,,,,,,,,,,
1497,12.475000,0.176803,2.317917,0.829667,,,,,,,,,,,,,,,
1498,12.483333,0.171884,2.331706,0.819879,,,,,,,,,,,,,,,
1499,12.491667,0.166835,2.344986,0.810009,,,,,,,,,,,,,,,
1500,12.500000,0.162170,2.357828,0.800307,,,,,,,,,,,,,,,
1501,12.508333,0.156871,2.370142,0.790260,,,,,,,,,,,,,,,
1502,12.516667,0.151867,2.381959,0.780300,,,,,,,,,,,,,,,
1503,12.525000,0.146865,2.393115,0.770194,,,,,,,,,,,,,,,
1504,12.533333,0.141860,2.404068,0.760419,,,,,,,,,,,,,,,
1505,12.541667,0.137875,2.414447,0.750562,,,,,,,,,,,,,,,
1506,12.550000,0.132377,2.424117,0.738749,,,,,,,,,,,,,,,
1507,12.558333,0.124615,2.433597,0.726834,,,,,,,,,,,,,,,
1508,12.566667,0.121041,2.442688,0.716046,,,,,,,,,,,,,,,
1509,12.575000,0.115405,2.451678,0.704426,,,,,,,,,,,,,,,
1510,12.583333,0.111262,2.460017,0.693240,,,,,,,,,,,,,,,
1511,12.591667,0.107401,2.468200,0.682265,,,,,,,,,,,,,,,
1512,12.600000,0.102583,2.475970,0.670756,,,,,,,,,,,,,,,
1513,12.608333,0.097530,2.483357,0.658842,,,,,,,,,,,,,,,
1514,12.616667,0.093415,2.490719,0.647027,,,,,,,,,,,,,,,
1515,12.625000,0.088494,2.497261,0.634718,,,,,,,,,,,,,,,
1516,12.633333,0.082539,2.503429,0.622049,,,,,,,,,,,,,,,
1517,12.641667,0.076681,2.509213,0.609523,,,,,,,,,,,,,,,
1518,12.650000,0.070912,2.514657,0.597551,,,,,,,,,,,,,,,
1519,12.658333,0.065682,2.519598,0.584994,,,,,,,,,,,,,,,
1520,12.666667,0.060491,2.524061,0.572681,,,,,,,,,,,,,,,
1521,12.675000,0.054623,2.528014,0.560192,,,,,,,,,,,,,,,
1522,12.683333,0.049376,2.531523,0.547910,,,,,,,,,,,,,,,
1523,12.691667,0.043703,2.534397,0.535486,,,,,,,,,,,,,,,
1524,12.700000,0.038247,2.536685,0.522919,,,,,,,,,,,,,,,
1525,12.708333,0.032447,2.538584,0.510882,,,,,,,,,,,,,,,
1526,12.716667,0.026606,2.539618,0.498574,,,,,,,,,,,,,,,
1527,12.725000,0.020795,2.539820,0.485902,,,,,,,,,,,,,,,
1528,12.733333,0.014938,2.539667,0.474255,,,,,,,,,,,,,,,
1529,12.741667,0.009243,2.538642,0.461672,,,,,,,,,,,,,,,
1530,12.750000,0.003292,2.537019,0.449599,,,,,,,,,,,,,,,
1531,12.758333,-0.002645,2.534587,0.437241,,,,,,,,,,,,,,,
1532,12.766667,-0.008411,2.531601,0.425513,,,,,,,,,,,,,,,
1533,12.775000,-0.014295,2.527985,0.413472,,,,,,,,,,,,,,,
1534,12.783333,-0.020295,2.523439,0.401339,,,,,,,,,,,,,,,
1535,12.791667,-0.026269,2.518127,0.389505,,,,,,,,,,,,,,,
1536,12.800000,-0.032500,2.512377,0.377529,,,,,,,,,,,,,,,
1537,12.808333,-0.038434,2.505743,0.365482,,,,,,,,,,,,,,,
1538,12.816667,-0.045012,2.498757,0.353547,,,,,,,,,,,,,,,
1539,12.825000,-0.051108,2.490680,0.341333,,,,,,,,,,,,,,,
1540,12.833333,-0.057517,2.481771,0.329607,,,,,,,,,,,,,,,
1541,12.841667,-0.063854,2.472700,0.317199,,,,,,,,,,,,,,,
1542,12.850000,-0.070319,2.462416,0.305174,,,,,,,,,,,,,,,
1543,12.858333,-0.076909,2.451885,0.292993,,,,,,,,,,,,,,,
1544,12.866667,-0.083143,2.440639,0.280604,,,,,,,,,,,,,,,
1545,12.875000,-0.089925,2.428839,0.268301,,,,,,,,,,,,,,,
1546,12.883333,-0.096839,2.416542,0.255587,,,,,,,,,,,,,,,
1547,12.891667,-0.103755,2.404028,0.242782,,,,,,,,,,,,,,,
1548,12.900000,-0.110687,2.391269,0.229548,,,,,,,,,,,,,,,
1549,12.908333,-0.117567,2.378148,0.215648,,,,,,,,,,,,,,,
1550,12.916667,-0.124831,2.364836,0.201472,,,,,,,,,,,,,,,
1551,12.925000,-0.131955,2.351292,0.187444,,,,,,,,,,,,,,,
1552,12.933333,-0.139466,2.337471,0.172825,,,,,,,,,,,,,,,
1553,12.941667,-0.147101,2.323926,0.158152,,,,,,,,,,,,,,,
1554,12.950000,-0.155260,2.310305,0.143270,,,,,,,,,,,,,,,
1555,12.958333,-0.163177,2.296773,0.128386,,,,,,,,,,,,,,,
1556,12.966667,-0.171651,2.283020,0.113083,,,,,,,,,,,,,,,
1557,12.975000,-0.180191,2.268909,0.097768,,,,,,,,,,,,,,,
1558,12.983333,-0.189046,2.255083,0.082419,,,,,,,,,,,,,,,
1559,12.991667,-0.198303,2.241366,0.066763,,,,,,,,,,,,,,,
1560,13.000000,-0.207319,2.227185,0.050763,,,,,,,,,,,,,,,
1561,13.008333,-0.216518,2.213134,0.034968,,,,,,,,,,,,,,,
1562,13.016667,-0.226384,2.198808,0.018402,,,,,,,,,,,,,,,
1563,13.025000,-0.236013,2.184972,0.002304,,,,,,,,,,,,,,,
1564,13.033333,-0.245849,2.171012,-0.013898,,,,,,,,,,,,,,,
1565,13.041667,-0.255901,2.157789,-0.030038,,,,,,,,,,,,,,,
1566,13.050000,-0.266134,2.144212,-0.046812,,,,,,,,,,,,,,,
1567,13.058333,-0.276331,2.130859,-0.063612,,,,,,,,,,,,,,,
1568,13.066667,-0.286514,2.118013,-0.080138,,,,,,,,,,,,,,,
1569,13.075000,-0.297103,2.105385,-0.097040,,,,,,,,,,,,,,,
1570,13.083333,-0.307494,2.092778,-0.114201,,,,,,,,,,,,,,,
1571,13.091667,-0.318145,2.080783,-0.131004,,,,,,,,,,,,,,,
1572,13.100000,-0.328607,2.068942,-0.147463,,,,,,,,,,,,,,,
1573,13.108333,-0.339115,2.057083,-0.164286,,,,,,,,,,,,,,,
1574,13.116667,-0.349726,2.045814,-0.180723,,,,,,,,,,,,,,,
1575,13.125000,-0.360270,2.034546,-0.197379,,,,,,,,,,,,,,,
1576,13.133333,-0.370808,2.023466,-0.213743,,,,,,,,,,,,,,,
1577,13.141667,-0.381350,2.012445,-0.230035,,,,,,,,,,,,,,,
1578,13.150000,-0.391972,2.001628,-0.246151,,,,,,,,,,,,,,,
1579,13.158333,-0.401883,1.990703,-0.261748,,,,,,,,,,,,,,,
1580,13.166667,-0.412158,1.980122,-0.277076,,,,,,,,,,,,,,,
1581,13.175000,-0.422036,1.969494,-0.292147,,,,,,,,,,,,,,,
1582,13.183333,-0.431931,1.958916,-0.307647,,,,,,,,,,,,,,,
1583,13.191667,-0.441911,1.948871,-0.322727,,,,,,,,,,,,,,,
1584,13.200000,-0.451647,1.938927,-0.337292,,,,,,,,,,,,,,,
1585,13.208333,-0.461579,1.928940,-0.351905,,,,,,,,,,,,,,,
1586,13.216667,-0.471234,1.919119,-0.366101,,,,,,,,,,,,,,,
1587,13.225000,-0.480679,1.909541,-0.379974,,,,,,,,,,,,,,,
1588,13.233333,-0.490234,1.900433,-0.393913,,,,,,,,,,,,,,,
1589,13.241667,-0.500035,1.891348,-0.407772,-0.522362,1.874435,-0.360937,,,,,,,,,,,,
1590,13.250000,-0.510014,1.882780,-0.421821,-0.531995,1.866078,-0.374215,,,,,,,,,,,,
1591,13.258333,-0.519311,1.874463,-0.435130,-0.540798,1.856973,-0.388735,,,,,,,,,,,,
1592,13.266667,-0.529227,1.866499,-0.448972,,,,,,,,,,,,,,,
1593,13.275000,-0.538649,1.859038,-0.462667,,,,,,,,,,,,,,,
1594,13.283333,-0.548253,1.851905,-0.476232,,,,,,,,,,,,,,,
1595,13.291667,-0.558177,1.845294,-0.489590,,,,,,,,,,,,,,,
1596,13.300000,-0.568040,1.838950,-0.503097,,,,,,,,,,,,,,,
1597,13.308333,-0.578421,1.833261,-0.516947,,,,,,,,,,,,,,,
1598,13.316667,-0.588785,1.827776,-0.530650,,,,,,,,,,,,,,,
1599,13.325000,-0.599271,1.822628,-0.544195,,,,,,,,,,,,,,,
1600,13.333333,-0.609900,1.817807,-0.558243,,,,,,,,,,,,,,,
1601,13.341667,-0.620816,1.813070,-0.572204,,,,,,,,,,,,,,,
1602,13.350000,-0.632094,1.808862,-0.586397,,,,,,,,,,,,,,,
1603,13.358333,-0.643196,1.804783,-0.600308,,,,,,,,,,,,,,,
1604,13.366667,-0.654553,1.801074,-0.614199,,,,,,,,,,,,,,,
1605,13.375000,-0.666258,1.797784,-0.628169,,,,,,,,,,,,,,,
1606,13.383333,-0.677889,1.794394,-0.642070,,,,,,,,,,,,,,,
1607,13.391667,-0.689727,1.791738,-0.655830,,,,,,,,,,,,,,,
1608,13.400000,-0.701559,1.788993,-0.669626,,,,,,,,,,,,,,,
1609,13.408333,-0.713482,1.786819,-0.683248,,,,,,,,,,,,,,,
1610,13.416667,-0.725633,1.784787,-0.697261,,,,,,,,,,,,,,,
1611,13.425000,-0.737787,1.782888,-0.711039,,,,,,,,,,,,,,,
1612,13.433333,-0.749813,1.781272,-0.724807,,,,,,,,,,,,,,,
1613,13.441667,-0.762380,1.779589,-0.738692,,,,,,,,,,,,,,,
1614,13.450000,-0.774995,1.778705,-0.752399,,,,,,,,,,,,,,,
1615,13.458333,-0.787492,1.777591,-0.766352,,,,,,,,,,,,,,,
1616,13.466667,-0.800291,1.776843,-0.780381,,,,,,,,,,,,,,,
1617,13.475000,-0.813073,1.776314,-0.793903,,,,,,,,,,,,,,,
1618,13.483333,-0.826048,1.776171,-0.807499,,,,,,,,,,,,,,,
1619,13.491667,-0.839174,1.775994,-0.821049,,,,,,,,,,,,,,,
1620,13.500000,-0.852355,1.776145,-0.834743,,,,,,,,,,,,,,,
1621,13.508333,-0.865757,1.776601,-0.848436,,,,,,,,,,,,,,,
1622,13.516667,-0.879032,1.776920,-0.862058,,,,,,,,,,,,,,,
1623,13.525000,-0.892615,1.777397,-0.875540,,,,,,,,,,,,,,,
1624,13.533333,-0.906746,1.778202,-0.889427,,,,,,,,,,,,,,,
1625,13.541667,-0.920847,1.778834,-0.903659,,,,,,,,,,,,,,,
1626,13.550000,-0.934953,1.779874,-0.917545,,,,,,,,,,,,,,,
1627,13.558333,-0.949183,1.781103,-0.931864,,,,,,,,,,,,,,,
1628,13.566667,-0.963770,1.782371,-0.946128,,,,,,,,,,,,,,,
1629,13.575000,-0.978056,1.783737,-0.959989,,,,,,,,,,,,,,,
1630,13.583333,-0.991890,1.784680,-0.973964,,,,,,,,,,,,,,,
1631,13.591667,-1.005791,1.786109,-0.987562,,,,,,,,,,,,,,,
1632,13.600000,-1.019881,1.787684,-1.001265,,,,,,,,,,,,,,,
1633,13.608333,-1.033878,1.789484,-1.014832,,,,,,,,,,,,,,,
1634,13.616667,-1.047921,1.791502,-1.028559,,,,,,,,,,,,,,,
1635,13.625000,-1.061799,1.793643,-1.042023,,,,,,,,,,,,,,,
1636,13.633333,-1.075390,1.795846,-1.055336,,,,,,,,,,,,,,,
1637,13.641667,-1.089220,1.798066,-1.068795,,,,,,,,,,,,,,,
1638,13.650000,-1.102957,1.800604,-1.082014,,,,,,,,,,,,,,,
1639,13.658333,-1.116718,1.803344,-1.095260,,,,,,,,,,,,,,,
1640,13.666667,-1.130502,1.805910,-1.108552,,,,,,,,,,,,,,,
1641,13.675000,-1.144213,1.808489,-1.122004,,,,,,,,,,,,,,,
1642,13.683333,-1.158106,1.811423,-1.135147,,,,,,,,,,,,,,,
1643,13.691667,-1.171851,1.814386,-1.148565,,,,,,,,,,,,,,,
1644,13.700000,-1.185549,1.817652,-1.161623,,,,,,,,,,,,,,,
1645,13.708333,-1.199111,1.820458,-1.174622,,,,,,,,,,,,,,,
1646,13.716667,-1.212540,1.823653,-1.187831,,,,,,,,,,,,,,,
1647,13.725000,-1.225956,1.826926,-1.200788,,,,,,,,,,,,,,,
1648,13.733333,-1.239272,1.829819,-1.214008,,,,,,,,,,,,,,,
1649,13.741667,-1.252461,1.833186,-1.227215,,,,,,,,,,,,,,,
1650,13.750000,-1.265610,1.836439,-1.240335,,,,,,,,,,,,,,,
1651,13.758333,-1.278390,1.839874,-1.253546,,,,,,,,,,,,,,,
1652,13.766667,-1.291258,1.843246,-1.266736,,,,,,,,,,,,,,,
1653,13.775000,-1.304042,1.846879,-1.279940,,,,,,,,,,,,,,,
1654,13.783333,-1.316806,1.850380,-1.293346,,,,,,,,,,,,,,,
1655,13.791667,-1.329568,1.854354,-1.306615,,,,,,,,,,,,,,,
1656,13.800000,-1.342356,1.858178,-1.320004,,,,,,,,,,,,,,,
1657,13.808333,-1.355164,1.862234,-1.333856,,,,,,,,,,,,,,,
1658,13.816667,-1.367655,1.866532,-1.347391,,,,,,,,,,,,,,,
1659,13.825000,-1.380125,1.870670,-1.360778,,,,,,,,,,,,,,,
1660,13.833333,-1.392558,1.875232,-1.374207,,,,,,,,,,,,,,,
1661,13.841667,-1.404863,1.879957,-1.387798,,,,,,,,,,,,,,,
1662,13.850000,-1.417243,1.884721,-1.401295,,,,,,,,,,,,,,,
1663,13.858333,-1.429442,1.889929,-1.415088,,,,,,,,,,,,,,,
1664,13.866667,-1.441651,1.895063,-1.428866,,,,,,,,,,,,,,,
1665,13.875000,-1.453923,1.900618,-1.442938,,,,,,,,,,,,,,,
1666,13.883333,-1.466155,1.906091,-1.456807,,,,,,,,,,,,,,,
1667,13.891667,-1.478443,1.912018,-1.470900,,,,,,,,,,,,,,,
1668,13.900000,-1.490379,1.918155,-1.484717,,,,,,,,,,,,,,,
1669,13.908333,-1.501832,1.924481,-1.498402,,,,,,,,,,,,,,,
1670,13.916667,-1.513109,1.931010,-1.512235,,,,,,,,,,,,,,,
1671,13.925000,-1.523810,1.937801,-1.525950,,,,,,,,,,,,,,,
