Format Version,1.1,Take Name,Take 2016-04-07 08.33.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.14.076 PM,Total Frames,3720,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10014,Marker_10014,Marker_10014,Marker_10015,Marker_10015,Marker_10015,Marker_10016,Marker_10016,Marker_10016,Marker_10017,Marker_10017,Marker_10017,Marker_10019,Marker_10019,Marker_10019
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702723","8392B20CF49E35702723","8392B20CF49E35702723"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2931,24.425000,-2.643156,1.424833,1.356288,,,,,,,,,,,,,,,
2932,24.433333,-2.643022,1.424815,1.356317,,,,,,,,,,,,,,,
2933,24.441667,-2.642986,1.424825,1.356261,,,,,,,,,,,,,,,
2934,24.450000,-2.642916,1.424876,1.356244,,,,,,,,,,,,,,,
2935,24.458333,-2.642810,1.424799,1.356177,,,,,,,,,,,,,,,
2936,24.466667,-2.642782,1.424855,1.356071,,,,,,,,,,,,,,,
2937,24.475000,-2.642742,1.424851,1.355979,,,,,,,,,,,,,,,
2938,24.483333,-2.642699,1.424779,1.355781,,,,,,,,,,,,,,,
2939,24.491667,-2.642819,1.424799,1.355698,,,,,,,,,,,,,,,
2940,24.500000,-2.642829,1.424827,1.355595,,,,,,,,,,,,,,,
2941,24.508333,-2.642901,1.424781,1.355311,,,,,,,,,,,,,,,
2942,24.516667,-2.642896,1.424827,1.355329,,,,,,,,,,,,,,,
2943,24.525000,-2.642867,1.424772,1.355198,,,,,,,,,,,,,,,
2944,24.533333,-2.642890,1.424822,1.355079,,,,,,,,,,,,,,,
2945,24.541667,-2.642885,1.424792,1.354856,,,,,,,,,,,,,,,
2946,24.550000,-2.642842,1.424872,1.354806,,,,,,,,,,,,,,,
2947,24.558333,-2.642757,1.424812,1.354693,,,,,,,,,,,,,,,
2948,24.566667,-2.642662,1.424770,1.354621,,,,,,,,,,,,,,,
2949,24.575000,-2.642653,1.424816,1.354470,,,,,,,,,,,,,,,
2950,24.583333,-2.642548,1.424807,1.354425,,,,,,,,,,,,,,,
2951,24.591667,-2.642442,1.424808,1.354390,,,,,,,,,,,,,,,
2952,24.600000,-2.642385,1.424777,1.354479,,,,,,,,,,,,,,,
2953,24.608333,-2.642264,1.424868,1.354497,,,,,,,,,,,,,,,
2954,24.616667,-2.642221,1.424860,1.354482,,,,,,,,,,,,,,,
2955,24.625000,-2.642240,1.424945,1.354459,,,,,,,,,,,,,,,
2956,24.633333,-2.642196,1.424864,1.354454,,,,,,,,,,,,,,,
2957,24.641667,-2.642159,1.424855,1.354467,,,,,,,,,,,,,,,
2958,24.650000,-2.642035,1.424833,1.354654,,,,,,,,,,,,,,,
2959,24.658333,-2.642090,1.424797,1.354631,,,,,,,,,,,,,,,
2960,24.666667,-2.642187,1.424878,1.354686,,,,,,,,,,,,,,,
2961,24.675000,-2.642243,1.424864,1.354638,,,,,,,,,,,,,,,
2962,24.683333,-2.642359,1.424793,1.354716,,,,,,,,,,,,,,,
2963,24.691667,-2.642449,1.424760,1.354736,,,,,,,,,,,,,,,
2964,24.700000,-2.642538,1.424739,1.354758,,,,,,,,,,,,,,,
2965,24.708333,-2.642694,1.424721,1.354774,,,,,,,,,,,,,,,
2966,24.716667,-2.642749,1.424679,1.354830,,,,,,,,,,,,,,,
2967,24.725000,-2.642836,1.424727,1.354882,,,,,,,,,,,,,,,
2968,24.733333,-2.642914,1.424777,1.354949,,,,,,,,,,,,,,,
2969,24.741667,-2.642943,1.424760,1.355084,,,,,,,,,,,,,,,
2970,24.750000,-2.642979,1.424674,1.355092,,,,,,,,,,,,,,,
2971,24.758333,-2.642954,1.424808,1.355256,,,,,,,,,,,,,,,
2972,24.766667,-2.642985,1.424843,1.355267,,,,,,,,,,,,,,,
2973,24.775000,-2.642831,1.424809,1.355421,,,,,,,,,,,,,,,
2974,24.783333,-2.642690,1.424735,1.355530,,,,,,,,,,,,,,,
2975,24.791667,-2.642660,1.424685,1.355588,,,,,,,,,,,,,,,
2976,24.800000,-2.642706,1.424792,1.355570,,,,,,,,,,,,,,,
2977,24.808333,-2.642680,1.424815,1.355669,,,,,,,,,,,,,,,
2978,24.816667,-2.642568,1.424810,1.355791,,,,,,,,,,,,,,,
2979,24.825000,-2.642603,1.424816,1.355693,,,,,,,,,,,,,,,
2980,24.833333,-2.642689,1.424809,1.355683,,,,,,,,,,,,,,,
2981,24.841667,-2.642751,1.424865,1.355640,,,,,,,,,,,,,,,
2982,24.850000,-2.642699,1.424782,1.355718,,,,,,,,,,,,,,,
2983,24.858333,-2.642841,1.424861,1.355637,,,,,,,,,,,,,,,
2984,24.866667,-2.642936,1.424737,1.355535,,,,,,,,,,,,,,,
2985,24.875000,-2.643003,1.424838,1.355492,,,,,,,,,,,,,,,
2986,24.883333,-2.643040,1.424766,1.355458,,,,,,,,,,,,,,,
2987,24.891667,-2.643015,1.424685,1.355378,,,,,,,,,,,,,,,
2988,24.900000,-2.643095,1.424754,1.355380,,,,,,,,,,,,,,,
2989,24.908333,-2.642964,1.424872,1.355324,,,,,,,,,,,,,,,
2990,24.916667,-2.642977,1.424812,1.355191,,,,,,,,,,,,,,,
2991,24.925000,-2.642871,1.424871,1.355236,,,,,,,,,,,,,,,
2992,24.933333,-2.642765,1.424807,1.355223,,,,,,,,,,,,,,,
2993,24.941667,-2.642720,1.424778,1.355059,,,,,,,,,,,,,,,
2994,24.950000,-2.642697,1.424830,1.355019,,,,,,,,,,,,,,,
2995,24.958333,-2.642603,1.424868,1.355013,,,,,,,,,,,,,,,
2996,24.966667,-2.642488,1.424832,1.354949,,,,,,,,,,,,,,,
2997,24.975000,-2.642503,1.424871,1.354918,,,,,,,,,,,,,,,
2998,24.983333,-2.642479,1.424822,1.354847,,,,,,,,,,,,,,,
2999,24.991667,-2.642460,1.424827,1.354827,,,,,,,,,,,,,,,
3000,25.000000,-2.642517,1.424858,1.354731,,,,,,,,,,,,,,,
3001,25.008333,-2.642549,1.424870,1.354664,,,,,,,,,,,,,,,
3002,25.016667,-2.642530,1.424786,1.354725,,,,,,,,,,,,,,,
3003,25.025000,-2.642570,1.424831,1.354642,,,,,,,,,,,,,,,
3004,25.033333,-2.642582,1.424788,1.354711,,,,,,,,,,,,,,,
3005,25.041667,-2.642649,1.424857,1.354724,,,,,,,,,,,,,,,
3006,25.050000,-2.642652,1.424828,1.354741,,,,,,,,,,,,,,,
3007,25.058333,-2.642695,1.424846,1.354838,,,,,,,,,,,,,,,
3008,25.066667,-2.642688,1.424848,1.354883,,,,,,,,,,,,,,,
3009,25.075000,-2.642719,1.424853,1.354927,,,,,,,,,,,,,,,
3010,25.083333,-2.642800,1.424890,1.354933,,,,,,,,,,,,,,,
3011,25.091667,-2.642740,1.424844,1.354937,,,,,,,,,,,,,,,
3012,25.100000,-2.642763,1.424783,1.355003,,,,,,,,,,,,,,,
3013,25.108333,-2.642702,1.424782,1.355160,,,,,,,,,,,,,,,
3014,25.116667,-2.642720,1.424853,1.355258,,,,,,,,,,,,,,,
3015,25.125000,-2.642706,1.424901,1.355220,,,,,,,,,,,,,,,
3016,25.133333,-2.642735,1.424858,1.355288,,,,,,,,,,,,,,,
3017,25.141667,-2.642658,1.424805,1.355415,,,,,,,,,,,,,,,
3018,25.150000,-2.642795,1.424810,1.355323,,,,,,,,,,,,,,,
3019,25.158333,-2.642757,1.424842,1.355371,,,,,,,,,,,,,,,
3020,25.166667,-2.642829,1.424846,1.355338,,,,,,,,,,,,,,,
3021,25.175000,-2.642836,1.424797,1.355419,,,,,,,,,,,,,,,
3022,25.183333,-2.642858,1.424848,1.355453,,,,,,,,,,,,,,,
3023,25.191667,-2.642914,1.424764,1.355417,,,,,,,,,,,,,,,
3024,25.200000,-2.642852,1.424836,1.355447,,,,,,,,,,,,,,,
3025,25.208333,-2.642848,1.424712,1.355381,,,,,,,,,,,,,,,
3026,25.216667,-2.642935,1.424803,1.355326,,,,,,,,,,,,,,,
3027,25.225000,-2.642893,1.424734,1.355278,,,,,,,,,,,,,,,
3028,25.233333,-2.642842,1.424828,1.355301,,,,,,,,,,,,,,,
3029,25.241667,-2.642858,1.424757,1.355207,,,,,,,,,,,,,,,
3030,25.250000,-2.642736,1.424695,1.355227,,,,,,,,,,,,,,,
3031,25.258333,-2.642750,1.424752,1.355180,,,,,,,,,,,,,,,
3032,25.266667,-2.642757,1.424778,1.355183,,,,,,,,,,,,,,,
3033,25.275000,-2.642722,1.424851,1.355145,,,,,,,,,,,,,,,
3034,25.283333,-2.642660,1.424853,1.355159,,,,,,,,,,,,,,,
3035,25.291667,-2.642583,1.424780,1.355110,,,,,,,,,,,,,,,
3036,25.300000,-2.642711,1.424897,1.355024,,,,,,,,,,,,,,,
3037,25.308333,-2.642635,1.424809,1.354992,,,,,,,,,,,,,,,
3038,25.316667,-2.642725,1.424760,1.354860,,,,,,,,,,,,,,,
3039,25.325000,-2.642622,1.424781,1.354882,,,,,,,,,,,,,,,
3040,25.333333,-2.642713,1.424846,1.354856,,,,,,,,,,,,,,,
3041,25.341667,-2.642679,1.424834,1.354772,,,,,,,,,,,,,,,
3042,25.350000,-2.642630,1.424834,1.354808,,,,,,,,,,,,,,,
3043,25.358333,-2.642632,1.424841,1.354779,,,,,,,,,,,,,,,
3044,25.366667,-2.642630,1.424820,1.354754,,,,,,,,,,,,,,,
3045,25.375000,-2.642618,1.424847,1.354754,,,,,,,,,,,,,,,
3046,25.383333,-2.642718,1.424933,1.354811,,,,,,,,,,,,,,,
3047,25.391667,-2.642656,1.424843,1.354808,,,,,,,,,,,,,,,
3048,25.400000,-2.642621,1.424839,1.354885,,,,,,,,,,,,,,,
3049,25.408333,-2.642709,1.424859,1.354854,,,,,,,,,,,,,,,
3050,25.416667,-2.642648,1.424847,1.354956,,,,,,,,,,,,,,,
3051,25.425000,-2.642641,1.424828,1.354940,,,,,,,,,,,,,,,
3052,25.433333,-2.642637,1.424800,1.355084,,,,,,,,,,,,,,,
3053,25.441667,-2.642715,1.424877,1.355065,,,,,,,,,,,,,,,
3054,25.450000,-2.642708,1.424825,1.355144,,,,,,,,,,,,,,,
3055,25.458333,-2.642678,1.424834,1.355119,,,,,,,,,,,,,,,
3056,25.466667,-2.642779,1.424888,1.355092,,,,,,,,,,,,,,,
3057,25.475000,-2.642774,1.424900,1.355200,,,,,,,,,,,,,,,
3058,25.483333,-2.642814,1.424853,1.355197,,,,,,,,,,,,,,,
3059,25.491667,-2.642807,1.424888,1.355227,,,,,,,,,,,,,,,
3060,25.500000,-2.642782,1.424874,1.355247,,,,,,,,,,,,,,,
3061,25.508333,-2.642787,1.424880,1.355218,,,,,,,,,,,,,,,
3062,25.516667,-2.642762,1.424895,1.355237,,,,,,,,,,,,,,,
3063,25.525000,-2.642720,1.424879,1.355253,,,,,,,,,,,,,,,
3064,25.533333,-2.642778,1.424831,1.355249,,,,,,,,,,,,,,,
3065,25.541667,-2.642713,1.424839,1.355240,,,,,,,,,,,,,,,
3066,25.550000,-2.642758,1.424773,1.355140,,,,,,,,,,,,,,,
3067,25.558333,-2.642687,1.424746,1.355165,,,,,,,,,,,,,,,
3068,25.566667,-2.642686,1.424813,1.355200,,,,,,,,,,,,,,,
3069,25.575000,-2.642762,1.424824,1.355103,,,,,,,,,,,,,,,
3070,25.583333,-2.642680,1.424891,1.355150,,,,,,,,,,,,,,,
3071,25.591667,-2.642740,1.424845,1.355073,,,,,,,,,,,,,,,
3072,25.600000,-2.642762,1.424832,1.355062,,,,,,,,,,,,,,,
3073,25.608333,-2.642801,1.424857,1.355010,,,,,,,,,,,,,,,
3074,25.616667,-2.642773,1.424847,1.354952,,,,,,,,,,,,,,,
3075,25.625000,-2.642728,1.424839,1.355020,,,,,,,,,,,,,,,
3076,25.633333,-2.642703,1.424825,1.354987,,,,,,,,,,,,,,,
3077,25.641667,-2.642716,1.424891,1.354958,,,,,,,,,,,,,,,
3078,25.650000,-2.642623,1.424829,1.355001,,,,,,,,,,,,,,,
3079,25.658333,-2.642766,1.424863,1.354829,,,,,,,,,,,,,,,
3080,25.666667,-2.642707,1.424839,1.354825,,,,,,,,,,,,,,,
3081,25.675000,-2.642625,1.424809,1.354897,,,,,,,,,,,,,,,
3082,25.683333,-2.642667,1.424845,1.354822,,,,,,,,,,,,,,,
3083,25.691667,-2.642667,1.424834,1.354872,,,,,,,,,,,,,,,
3084,25.700000,-2.642539,1.424813,1.354973,,,,,,,,,,,,,,,
3085,25.708333,-2.642683,1.424884,1.354908,,,,,,,,,,,,,,,
3086,25.716667,-2.642616,1.424862,1.355023,,,,,,,,,,,,,,,
3087,25.725000,-2.642631,1.424859,1.354985,,,,,,,,,,,,,,,
3088,25.733333,-2.642605,1.424883,1.354972,,,,,,,,,,,,,,,
3089,25.741667,-2.642622,1.424876,1.355009,,,,,,,,,,,,,,,
3090,25.750000,-2.642690,1.424814,1.354983,,,,,,,,,,,,,,,
3091,25.758333,-2.642761,1.424811,1.355018,,,,,,,,,,,,,,,
3092,25.766667,-2.642743,1.424828,1.355003,,,,,,,,,,,,,,,
3093,25.775000,-2.642756,1.424834,1.355040,,,,,,,,,,,,,,,
3094,25.783333,-2.642795,1.424841,1.355121,,,,,,,,,,,,,,,
3095,25.791667,-2.642736,1.424836,1.355112,,,,,,,,,,,,,,,
3096,25.800000,-2.642725,1.424842,1.355201,,,,,,,,,,,,,,,
3097,25.808333,-2.642749,1.424813,1.355131,,,,,,,,,,,,,,,
3098,25.816667,-2.642809,1.424810,1.355074,,,,,,,,,,,,,,,
3099,25.825000,-2.642754,1.424861,1.355103,,,,,,,,,,,,,,,
3100,25.833333,-2.642755,1.424847,1.355093,,,,,,,,,,,,,,,
3101,25.841667,-2.642676,1.424832,1.355185,,,,,,,,,,,,,,,
3102,25.850000,-2.642726,1.424833,1.355101,,,,,,,,,,,,,,,
3103,25.858333,-2.642624,1.424816,1.355178,,,,,,,,,,,,,,,
3104,25.866667,-2.642684,1.424867,1.355045,,,,,,,,,,,,,,,
3105,25.875000,-2.642731,1.424865,1.355111,,,,,,,,,,,,,,,
3106,25.883333,-2.642708,1.424864,1.355119,,,,,,,,,,,,,,,
3107,25.891667,-2.642684,1.424874,1.355080,,,,,,,,,,,,,,,
3108,25.900000,-2.642677,1.424819,1.355061,,,,,,,,,,,,,,,
3109,25.908333,-2.642702,1.424878,1.355040,,,,,,,,,,,,,,,
3110,25.916667,-2.642695,1.424871,1.355077,,,,,,,,,,,,,,,
3111,25.925000,-2.642779,1.424772,1.354960,,,,,,,,,,,,,,,
3112,25.933333,-2.642744,1.424767,1.354886,,,,,,,,,,,,,,,
3113,25.941667,-2.642731,1.424780,1.354892,,,,,,,,,,,,,,,
3114,25.950000,-2.642674,1.424849,1.354950,,,,,,,,,,,,,,,
3115,25.958333,-2.642617,1.424865,1.354985,,,,,,,,,,,,,,,
3116,25.966667,-2.642729,1.424847,1.354897,,,,,,,,,,,,,,,
3117,25.975000,-2.642713,1.424774,1.354877,,,,,,,,,,,,,,,
3118,25.983333,-2.642631,1.424793,1.354931,,,,,,,,,,,,,,,
3119,25.991667,-2.642626,1.424834,1.354962,,,,,,,,,,,,,,,
3120,26.000000,-2.642630,1.424842,1.354997,,,,,,,,,,,,,,,
3121,26.008333,-2.642615,1.424824,1.354979,,,,,,,,,,,,,,,
3122,26.016667,-2.642576,1.424777,1.354984,,,,,,,,,,,,,,,
3123,26.025000,-2.642586,1.424830,1.354999,,,,,,,,,,,,,,,
3124,26.033333,-2.642593,1.424828,1.355066,,,,,,,,,,,,,,,
3125,26.041667,-2.642705,1.424811,1.355001,,,,,,,,,,,,,,,
3126,26.050000,-2.642744,1.424891,1.355033,,,,,,,,,,,,,,,
3127,26.058333,-2.642697,1.424794,1.355121,,,,,,,,,,,,,,,
3128,26.066667,-2.642713,1.424785,1.355009,,,,,,,,,,,,,,,
3129,26.075000,-2.642746,1.424853,1.355094,,,,,,,,,,,,,,,
3130,26.083333,-2.642689,1.424840,1.355126,,,,,,,,,,,,,,,
3131,26.091667,-2.642704,1.424862,1.355060,,,,,,,,,,,,,,,
3132,26.100000,-2.642732,1.424845,1.355147,,,,,,,,,,,,,,,
3133,26.108333,-2.642755,1.424859,1.355087,,,,,,,,,,,,,,,
3134,26.116667,-2.642706,1.424892,1.355154,,,,,,,,,,,,,,,
3135,26.125000,-2.642733,1.424932,1.355176,,,,,,,,,,,,,,,
3136,26.133333,-2.642724,1.424992,1.355107,,,,,,,,,,,,,,,
3137,26.141667,-2.642691,1.424778,1.355150,,,,,,,,,,,,,,,
3138,26.150000,-2.642738,1.424850,1.355118,,,,,,,,,,,,,,,
3139,26.158333,-2.642666,1.424803,1.355145,,,,,,,,,,,,,,,
3140,26.166667,-2.642650,1.424855,1.355103,,,,,,,,,,,,,,,
3141,26.175000,-2.642640,1.424833,1.355068,,,,,,,,,,,,,,,
3142,26.183333,-2.642625,1.424832,1.355108,,,,,,,,,,,,,,,
3143,26.191667,-2.642724,1.424893,1.355082,,,,,,,,,,,,,,,
3144,26.200000,-2.642639,1.424815,1.355135,,,,,,,,,,,,,,,
3145,26.208333,-2.642736,1.424894,1.355036,,,,,,,,,,,,,,,
3146,26.216667,-2.642715,1.424866,1.355045,,,,,,,,,,,,,,,
3147,26.225000,-2.642709,1.424844,1.354996,,,,,,,,,,,,,,,
3148,26.233333,-2.642742,1.424837,1.354991,,,,,,,,,,,,,,,
3149,26.241667,-2.642740,1.424928,1.355009,,,,,,,,,,,,,,,
3150,26.250000,-2.642728,1.424863,1.354987,,,,,,,,,,,,,,,
3151,26.258333,-2.642709,1.424831,1.354991,,,,,,,,,,,,,,,
3152,26.266667,-2.642681,1.424831,1.354963,,,,,,,,,,,,,,,
3153,26.275000,-2.642628,1.424815,1.355040,,,,,,,,,,,,,,,
3154,26.283333,-2.642718,1.424882,1.354930,,,,,,,,,,,,,,,
3155,26.291667,-2.642724,1.424870,1.354942,,,,,,,,,,,,,,,
3156,26.300000,-2.642719,1.424838,1.355011,,,,,,,,,,,,,,,
3157,26.308333,-2.642721,1.424821,1.354963,,,,,,,,,,,,,,,
3158,26.316667,-2.642669,1.424846,1.355020,,,,,,,,,,,,,,,
3159,26.325000,-2.642706,1.424952,1.355074,,,,,,,,,,,,,,,
3160,26.333333,-2.642681,1.424852,1.354975,,,,,,,,,,,,,,,
3161,26.341667,-2.642801,1.424838,1.354973,,,,,,,,,,,,,,,
3162,26.350000,-2.642766,1.424884,1.354975,,,,,,,,,,,,,,,
3163,26.358333,-2.642737,1.424875,1.355086,,,,,,,,,,,,,,,
3164,26.366667,-2.642753,1.424812,1.355063,,,,,,,,,,,,,,,
3165,26.375000,-2.642770,1.424843,1.355096,,,,,,,,,,,,,,,
3166,26.383333,-2.642729,1.424850,1.355144,,,,,,,,,,,,,,,
3167,26.391667,-2.642792,1.424824,1.355086,,,,,,,,,,,,,,,
3168,26.400000,-2.642777,1.424780,1.355047,,,,,,,,,,,,,,,
3169,26.408333,-2.642778,1.424777,1.355030,,,,,,,,,,,,,,,
3170,26.416667,-2.642761,1.424809,1.355006,,,,,,,,,,,,,,,
3171,26.425000,-2.642822,1.424788,1.355006,,,,,,,,,,,,,,,
3172,26.433333,-2.642731,1.424832,1.355019,,,,,,,,,,,,,,,
3173,26.441667,-2.642730,1.424868,1.355070,,,,,,,,,,,,,,,
3174,26.450000,-2.642715,1.424857,1.355056,,,,,,,,,,,,,,,
3175,26.458333,-2.642652,1.424869,1.355032,,,,,,,,,,,,,,,
3176,26.466667,-2.642718,1.424826,1.355037,,,,,,,,,,,,,,,
3177,26.475000,-2.642720,1.424942,1.354939,,,,,,,,,,,,,,,
3178,26.483333,-2.642682,1.424898,1.355052,,,,,,,,,,,,,,,
3179,26.491667,-2.642679,1.424866,1.355030,,,,,,,,,,,,,,,
3180,26.500000,-2.642722,1.424862,1.354967,,,,,,,,,,,,,,,
3181,26.508333,-2.642663,1.424824,1.354964,,,,,,,,,,,,,,,
3182,26.516667,-2.642704,1.424785,1.354946,,,,,,,,,,,,,,,
3183,26.525000,-2.642626,1.424839,1.355045,,,,,,,,,,,,,,,
3184,26.533333,-2.642640,1.424825,1.355052,,,,,,,,,,,,,,,
3185,26.541667,-2.642691,1.424873,1.355036,,,,,,,,,,,,,,,
3186,26.550000,-2.642722,1.424861,1.354963,,,,,,,,,,,,,,,
3187,26.558333,-2.642642,1.424818,1.355002,,,,,,,,,,,,,,,
3188,26.566667,-2.642733,1.424773,1.354896,,,,,,,,,,,,,,,
3189,26.575000,-2.642633,1.424831,1.355030,,,,,,,,,,,,,,,
3190,26.583333,-2.642628,1.424868,1.355112,,,,,,,,,,,,,,,
3191,26.591667,-2.642630,1.424821,1.355032,,,,,,,,,,,,,,,
3192,26.600000,-2.642611,1.424849,1.355053,,,,,,,,,,,,,,,
3193,26.608333,-2.642647,1.424824,1.354949,,,,,,,,,,,,,,,
3194,26.616667,-2.642723,1.424855,1.355051,,,,,,,,,,,,,,,
3195,26.625000,-2.642697,1.424867,1.355014,,,,,,,,,,,,,,,
3196,26.633333,-2.642724,1.424842,1.355057,,,,,,,,,,,,,,,
3197,26.641667,-2.642747,1.424882,1.355079,,,,,,,,,,,,,,,
3198,26.650000,-2.642756,1.424834,1.354997,,,,,,,,,,,,,,,
3199,26.658333,-2.642745,1.424850,1.355016,,,,,,,,,,,,,,,
3200,26.666667,-2.642778,1.424860,1.355092,,,,,,,,,,,,,,,
3201,26.675000,-2.642728,1.424794,1.355070,,,,,,,,,,,,,,,
3202,26.683333,-2.642679,1.424846,1.355123,,,,,,,,,,,,,,,
3203,26.691667,-2.642646,1.424856,1.355081,,,,,,,,,,,,,,,
3204,26.700000,-2.642708,1.424864,1.355078,,,,,,,,,,,,,,,
3205,26.708333,-2.642652,1.424905,1.355077,,,,,,,,,,,,,,,
3206,26.716667,-2.642686,1.424924,1.355038,,,,,,,,,,,,,,,
3207,26.725000,-2.642728,1.424906,1.355076,,,,,,,,,,,,,,,
3208,26.733333,-2.642771,1.424949,1.354989,,,,,,,,,,,,,,,
3209,26.741667,-2.642739,1.424931,1.354951,,,,,,,,,,,,,,,
3210,26.750000,-2.642721,1.424861,1.354962,,,,,,,,,,,,,,,
3211,26.758333,-2.642738,1.424867,1.354949,,,,,,,,,,,,,,,
3212,26.766667,-2.642719,1.424888,1.354887,,,,,,,,,,,,,,,
3213,26.775000,-2.642760,1.424888,1.354962,,,,,,,,,,,,,,,
3214,26.783333,-2.642665,1.424829,1.355011,,,,,,,,,,,,,,,
3215,26.791667,-2.642735,1.424855,1.354917,,,,,,,,,,,,,,,
3216,26.800000,-2.642691,1.424875,1.354952,,,,,,,,,,,,,,,
3217,26.808333,-2.642689,1.424830,1.354995,,,,,,,,,,,,,,,
3218,26.816667,-2.642732,1.424878,1.354954,,,,,,,,,,,,,,,
3219,26.825000,-2.642728,1.424776,1.354962,,,,,,,,,,,,,,,
3220,26.833333,-2.642741,1.424871,1.355031,,,,,,,,,,,,,,,
3221,26.841667,-2.642653,1.424907,1.354981,,,,,,,,,,,,,,,
3222,26.850000,-2.642641,1.424853,1.355073,,,,,,,,,,,,,,,
3223,26.858333,-2.642766,1.424874,1.354995,,,,,,,,,,,,,,,
3224,26.866667,-2.642720,1.424855,1.354997,,,,,,,,,,,,,,,
3225,26.875000,-2.642698,1.424871,1.355048,,,,,,,,,,,,,,,
3226,26.883333,-2.642736,1.424863,1.354935,,,,,,,,,,,,,,,
3227,26.891667,-2.642707,1.424784,1.355019,,,,,,,,,,,,,,,
3228,26.900000,-2.642728,1.424902,1.355000,,,,,,,,,,,,,,,
3229,26.908333,-2.642688,1.424837,1.355011,,,,,,,,,,,,,,,
3230,26.916667,-2.642729,1.424874,1.354973,,,,,,,,,,,,,,,
3231,26.925000,-2.642704,1.424840,1.355066,,,,,,,,,,,,,,,
3232,26.933333,-2.642656,1.424857,1.355049,,,,,,,,,,,,,,,
3233,26.941667,-2.642700,1.424853,1.355024,,,,,,,,,,,,,,,
3234,26.950000,-2.642760,1.424886,1.355012,,,,,,,,,,,,,,,
3235,26.958333,-2.642777,1.424856,1.354982,,,,,,,,,,,,,,,
3236,26.966667,-2.642745,1.424851,1.355042,,,,,,,,,,,,,,,
3237,26.975000,-2.642748,1.424888,1.355029,,,,,,,,,,,,,,,
3238,26.983333,-2.642760,1.424810,1.355024,,,,,,,,,,,,,,,
3239,26.991667,-2.642691,1.424775,1.355023,,,,,,,,,,,,,,,
3240,27.000000,-2.642697,1.424758,1.354947,,,,,,,,,,,,,,,
3241,27.008333,-2.642727,1.424806,1.355030,,,,,,,,,,,,,,,
3242,27.016667,-2.642729,1.424785,1.354932,,,,,,,,,,,,,,,
3243,27.025000,-2.642688,1.424847,1.355027,,,,,,,,,,,,,,,
3244,27.033333,-2.642650,1.424761,1.354990,,,,,,,,,,,,,,,
3245,27.041667,-2.642634,1.424710,1.354980,,,,,,,,,,,,,,,
3246,27.050000,-2.642662,1.424788,1.355011,,,,,,,,,,,,,,,
3247,27.058333,-2.642650,1.424773,1.354982,,,,,,,,,,,,,,,
3248,27.066667,-2.642711,1.424765,1.355006,,,,,,,,,,,,,,,
3249,27.075000,-2.642692,1.424783,1.354998,,,,,,,,,,,,,,,
3250,27.083333,-2.642688,1.424729,1.354982,,,,,,,,,,,,,,,
3251,27.091667,-2.642731,1.424835,1.355028,,,,,,,,,,,,,,,
3252,27.100000,-2.642673,1.424811,1.355078,,,,,,,,,,,,,,,
3253,27.108333,-2.642762,1.424875,1.355051,,,,,,,,,,,,,,,
3254,27.116667,-2.642657,1.424776,1.355079,,,,,,,,,,,,,,,
3255,27.125000,-2.642819,1.424852,1.355055,,,,,,,,,,,,,,,
3256,27.133333,-2.642700,1.424768,1.355103,,,,,,,,,,,,,,,
3257,27.141667,-2.642759,1.424781,1.355107,,,,,,,,,,,,,,,
3258,27.150000,-2.642807,1.424811,1.355131,,,,,,,,,,,,,,,
3259,27.158333,-2.642748,1.424833,1.355071,,,,,,,,,,,,,,,
3260,27.166667,-2.642709,1.424863,1.355128,,,,,,,,,,,,,,,
3261,27.175000,-2.642706,1.424751,1.355100,,,,,,,,,,,,,,,
3262,27.183333,-2.642808,1.424772,1.355128,,,,,,,,,,,,,,,
3263,27.191667,-2.642839,1.424819,1.355024,,,,,,,,,,,,,,,
3264,27.200000,-2.642731,1.424793,1.355167,,,,,,,,,,,,,,,
3265,27.208333,-2.642767,1.424845,1.355110,,,,,,,,,,,,,,,
3266,27.216667,-2.642690,1.424766,1.355193,,,,,,,,,,,,,,,
3267,27.225000,-2.642709,1.424823,1.355184,,,,,,,,,,,,,,,
3268,27.233333,-2.642756,1.424788,1.355049,,,,,,,,,,,,,,,
3269,27.241667,-2.642692,1.424798,1.355100,,,,,,,,,,,,,,,
3270,27.250000,-2.642748,1.424726,1.355069,,,,,,,,,,,,,,,
3271,27.258333,-2.642775,1.424798,1.355026,,,,,,,,,,,,,,,
3272,27.266667,-2.642684,1.424686,1.355008,,,,,,,,,,,,,,,
